trip_id,trip_duration_minutes,started_at,ended_at,start_station_name,end_station_name,rider_type,bike_id
100799,5.3,2025-06-08 16:22:44,2025-06-08 16:28:02,Bloor-Yonge,Riverdale Park,Annual Member,5179
100800,19.2,2025-06-08 16:23:57,2025-06-08 16:43:09,High Park,Union Station,Casual,5000
100801,12.0,2025-06-08 16:11:36,2025-06-08 16:23:36,Riverdale Park,Harbourfront Centre,Annual Member,5001
100802,18.7,2025-06-08 16:31:53,2025-06-08 16:50:35,Union Station,Kensington Market,Casual,5002
100803,12.6,2025-06-08 16:49:20,2025-06-08 17:01:56,Harbourfront Centre,Bloor-Yonge,Annual Member,5003
100804,23.1,2025-06-08 17:22:10,2025-06-08 17:45:16,Union Station,Kensington Market,Annual Member,5004
100805,13.7,2025-06-08 17:41:46,2025-06-08 17:55:28,Harbourfront Centre,Bloor-Yonge,Casual,5005
100806,20.3,2025-06-08 17:00:11,2025-06-08 17:20:29,Kensington Market,High Park,Annual Member,5006
100807,24.6,2025-06-08 17:33:44,2025-06-08 17:58:20,Bloor-Yonge,Riverdale Park,Casual,5007
100808,22.9,2025-06-08 17:02:40,2025-06-08 17:25:34,High Park,Union Station,Annual Member,5008
100809,16.0,2025-06-08 17:13:54,2025-06-08 17:29:54,Riverdale Park,Harbourfront Centre,Casual,5009
100810,13.6,2025-06-08 17:28:45,2025-06-08 17:42:21,Union Station,Kensington Market,Annual Member,5010
100811,33.5,2025-06-08 17:56:07,2025-06-08 18:29:37,Harbourfront Centre,Bloor-Yonge,Casual,5011
100812,10.0,2025-06-08 17:15:28,2025-06-08 17:25:28,Kensington Market,High Park,Annual Member,5012
100813,27.4,2025-06-08 17:36:25,2025-06-08 18:03:49,Bloor-Yonge,Riverdale Park,Casual,5013
100814,19.3,2025-06-08 17:17:26,2025-06-08 17:36:44,High Park,Union Station,Annual Member,5014
100815,33.7,2025-06-08 17:36:36,2025-06-08 18:10:18,Riverdale Park,Harbourfront Centre,Casual,5015
100816,34.8,2025-06-08 18:37:05,2025-06-08 19:11:53,Harbourfront Centre,Bloor-Yonge,Annual Member,5016
100817,26.3,2025-06-08 18:28:18,2025-06-08 18:54:36,Kensington Market,High Park,Casual,5017
100818,14.5,2025-06-08 18:26:21,2025-06-08 18:40:51,Bloor-Yonge,Riverdale Park,Annual Member,5018
100819,9.0,2025-06-08 18:39:15,2025-06-08 18:48:15,High Park,Union Station,Casual,5019
100820,13.7,2025-06-08 18:01:45,2025-06-08 18:15:27,Riverdale Park,Harbourfront Centre,Annual Member,5020
100821,22.1,2025-06-08 18:24:05,2025-06-08 18:46:11,Union Station,Kensington Market,Casual,5021
100822,33.7,2025-06-08 18:50:02,2025-06-08 19:23:44,Harbourfront Centre,Bloor-Yonge,Annual Member,5022
100823,25.1,2025-06-08 18:34:22,2025-06-08 18:59:28,Kensington Market,High Park,Casual,5023
100824,21.5,2025-06-08 18:45:23,2025-06-08 19:06:53,Bloor-Yonge,Riverdale Park,Annual Member,5024
100825,19.4,2025-06-08 19:21:25,2025-06-08 19:40:49,Kensington Market,High Park,Annual Member,5025
100826,34.4,2025-06-08 19:01:21,2025-06-08 19:35:45,Bloor-Yonge,Riverdale Park,Casual,5026
100827,12.5,2025-06-08 19:59:36,2025-06-08 20:12:06,High Park,Union Station,Annual Member,5027
100828,24.7,2025-06-08 19:07:45,2025-06-08 19:32:27,Riverdale Park,Harbourfront Centre,Casual,5028
100829,20.9,2025-06-08 19:59:35,2025-06-08 20:20:29,Union Station,Kensington Market,Annual Member,5029
100830,20.5,2025-06-08 19:12:18,2025-06-08 19:32:48,Harbourfront Centre,Bloor-Yonge,Casual,5030
100831,27.2,2025-06-08 20:29:35,2025-06-08 20:56:47,Bloor-Yonge,Riverdale Park,Annual Member,5031
100832,38.5,2025-06-08 20:55:25,2025-06-08 21:33:55,High Park,Union Station,Casual,5032
100833,42.5,2025-06-08 21:14:23,2025-06-08 21:56:53,High Park,Union Station,Annual Member,5033
100834,36.2,2025-06-08 21:10:55,2025-06-08 21:47:07,Riverdale Park,Harbourfront Centre,Casual,5034
100835,9.1,2025-06-08 22:09:22,2025-06-08 22:18:28,Riverdale Park,Harbourfront Centre,Annual Member,5035
100836,30.4,2025-06-08 22:44:46,2025-06-08 23:15:10,Union Station,Kensington Market,Casual,5036
100837,22.2,2025-06-08 23:41:17,2025-06-09 00:03:29,Union Station,Kensington Market,Annual Member,5037
100838,13.0,2025-06-08 23:48:45,2025-06-09 00:01:45,Harbourfront Centre,Bloor-Yonge,Casual,5038
100839,13.6,2025-06-09 00:09:22,2025-06-09 00:22:58,Kensington Market,High Park,Annual Member,5039
100840,33.3,2025-06-09 00:11:47,2025-06-09 00:45:05,Bloor-Yonge,Riverdale Park,Casual,5040
100841,10.2,2025-06-09 01:00:43,2025-06-09 01:10:55,Bloor-Yonge,Riverdale Park,Annual Member,5041
100842,24.9,2025-06-09 01:59:44,2025-06-09 02:24:38,High Park,Union Station,Casual,5042
100843,19.5,2025-06-09 02:50:07,2025-06-09 03:09:37,High Park,Union Station,Annual Member,5043
100844,9.7,2025-06-09 02:41:41,2025-06-09 02:51:23,Riverdale Park,Harbourfront Centre,Casual,5044
100845,29.2,2025-06-09 03:50:15,2025-06-09 04:19:27,Riverdale Park,Harbourfront Centre,Annual Member,5045
100846,40.2,2025-06-09 03:32:38,2025-06-09 04:12:50,Union Station,Kensington Market,Casual,5046
100847,14.5,2025-06-09 04:47:26,2025-06-09 05:01:56,Union Station,Kensington Market,Annual Member,5047
100848,27.3,2025-06-09 04:05:54,2025-06-09 04:33:12,Harbourfront Centre,Bloor-Yonge,Casual,5048
100849,15.9,2025-06-09 05:25:04,2025-06-09 05:40:58,Harbourfront Centre,Bloor-Yonge,Annual Member,5049
100850,26.3,2025-06-09 05:34:48,2025-06-09 06:01:06,Kensington Market,High Park,Casual,5050
100851,17.2,2025-06-09 06:23:31,2025-06-09 06:40:43,Kensington Market,High Park,Annual Member,5051
100852,23.2,2025-06-09 06:39:03,2025-06-09 07:02:15,Bloor-Yonge,Riverdale Park,Casual,5052
100853,14.3,2025-06-09 07:05:18,2025-06-09 07:19:36,Bloor-Yonge,Riverdale Park,Annual Member,5053
100854,13.7,2025-06-09 07:34:48,2025-06-09 07:48:30,High Park,Union Station,Casual,5054
100855,6.7,2025-06-09 07:59:34,2025-06-09 08:06:16,Riverdale Park,Harbourfront Centre,Annual Member,5055
100856,30.8,2025-06-09 07:16:35,2025-06-09 07:47:23,Union Station,Kensington Market,Casual,5056
100857,16.3,2025-06-09 07:15:22,2025-06-09 07:31:40,Harbourfront Centre,Bloor-Yonge,Annual Member,5057
100858,59.2,2025-06-09 07:28:33,2025-06-09 08:27:45,Kensington Market,High Park,Casual,5058
100859,18.4,2025-06-09 08:58:47,2025-06-09 09:17:11,High Park,Union Station,Annual Member,5059
100860,22.1,2025-06-09 08:56:26,2025-06-09 09:18:32,Riverdale Park,Harbourfront Centre,Casual,5060
100861,8.9,2025-06-09 08:35:01,2025-06-09 08:43:55,Union Station,Kensington Market,Annual Member,5061
100862,22.6,2025-06-09 08:47:59,2025-06-09 09:10:35,Harbourfront Centre,Bloor-Yonge,Casual,5062
100863,22.0,2025-06-09 08:15:58,2025-06-09 08:37:58,Kensington Market,High Park,Annual Member,5063
100864,15.1,2025-06-09 08:52:49,2025-06-09 09:07:55,Bloor-Yonge,Riverdale Park,Casual,5064
100865,23.1,2025-06-09 08:54:35,2025-06-09 09:17:41,High Park,Union Station,Annual Member,5065
100866,22.2,2025-06-09 08:34:21,2025-06-09 08:56:33,Riverdale Park,Harbourfront Centre,Casual,5066
100867,40.0,2025-06-09 08:04:36,2025-06-09 08:44:36,Union Station,Kensington Market,Annual Member,5067
100868,21.9,2025-06-09 09:52:58,2025-06-09 10:14:52,Riverdale Park,Harbourfront Centre,Annual Member,5068
100869,68.6,2025-06-09 09:18:24,2025-06-09 10:27:00,Union Station,Kensington Market,Casual,5069
100870,16.8,2025-06-09 09:01:07,2025-06-09 09:17:55,Harbourfront Centre,Bloor-Yonge,Annual Member,5070
100871,47.5,2025-06-09 09:40:12,2025-06-09 10:27:42,Kensington Market,High Park,Casual,5071
100872,45.3,2025-06-09 09:28:17,2025-06-09 10:13:35,Bloor-Yonge,Riverdale Park,Annual Member,5072
100873,30.2,2025-06-09 09:01:15,2025-06-09 09:31:27,High Park,Union Station,Casual,5073
100874,25.1,2025-06-09 10:01:28,2025-06-09 10:26:34,Union Station,Kensington Market,Annual Member,5074
100875,44.3,2025-06-09 10:53:04,2025-06-09 11:37:22,Harbourfront Centre,Bloor-Yonge,Casual,5075
100876,16.2,2025-06-09 10:26:59,2025-06-09 10:43:11,Kensington Market,High Park,Annual Member,5076
100877,31.4,2025-06-09 10:40:16,2025-06-09 11:11:40,Bloor-Yonge,Riverdale Park,Casual,5077
100878,24.3,2025-06-09 11:43:53,2025-06-09 12:08:11,Harbourfront Centre,Bloor-Yonge,Annual Member,5078
100879,14.3,2025-06-09 11:34:14,2025-06-09 11:48:32,Kensington Market,High Park,Casual,5079
100880,33.9,2025-06-09 11:59:33,2025-06-09 12:33:27,Bloor-Yonge,Riverdale Park,Annual Member,5080
100881,35.5,2025-06-09 11:16:52,2025-06-09 11:52:22,High Park,Union Station,Casual,5081
100882,47.8,2025-06-09 12:51:03,2025-06-09 13:38:51,Kensington Market,High Park,Annual Member,5082
100883,36.2,2025-06-09 12:58:21,2025-06-09 13:34:33,Bloor-Yonge,Riverdale Park,Casual,5083
100884,29.1,2025-06-09 12:31:04,2025-06-09 13:00:10,High Park,Union Station,Annual Member,5084
100885,9.2,2025-06-09 12:09:52,2025-06-09 12:19:04,Riverdale Park,Harbourfront Centre,Casual,5085
100886,12.8,2025-06-09 13:54:12,2025-06-09 14:07:00,Bloor-Yonge,Riverdale Park,Annual Member,5086
100887,29.2,2025-06-09 13:15:15,2025-06-09 13:44:27,High Park,Union Station,Casual,5087
100888,19.3,2025-06-09 13:40:05,2025-06-09 13:59:23,Riverdale Park,Harbourfront Centre,Annual Member,5088
100889,32.5,2025-06-09 13:56:39,2025-06-09 14:29:09,Union Station,Kensington Market,Casual,5089
100890,17.6,2025-06-09 14:06:50,2025-06-09 14:24:26,High Park,Union Station,Annual Member,5090
100891,34.9,2025-06-09 14:55:23,2025-06-09 15:30:17,Riverdale Park,Harbourfront Centre,Casual,5091
100892,21.4,2025-06-09 14:12:28,2025-06-09 14:33:52,Union Station,Kensington Market,Annual Member,5092
100893,25.8,2025-06-09 14:16:15,2025-06-09 14:42:03,Harbourfront Centre,Bloor-Yonge,Casual,5093
100894,11.5,2025-06-09 15:23:30,2025-06-09 15:35:00,Riverdale Park,Harbourfront Centre,Annual Member,5094
100895,27.0,2025-06-09 15:53:56,2025-06-09 16:20:56,Union Station,Kensington Market,Casual,5095
100896,21.8,2025-06-09 15:32:45,2025-06-09 15:54:33,Harbourfront Centre,Bloor-Yonge,Annual Member,5096
100897,56.3,2025-06-09 15:38:43,2025-06-09 16:35:01,Kensington Market,High Park,Casual,5097
100898,26.3,2025-06-09 16:55:16,2025-06-09 17:21:34,Union Station,Kensington Market,Annual Member,5098
100899,27.9,2025-06-09 16:16:50,2025-06-09 16:44:44,Harbourfront Centre,Bloor-Yonge,Casual,5099
100900,20.3,2025-06-09 16:12:01,2025-06-09 16:32:19,Kensington Market,High Park,Annual Member,5100
100901,48.7,2025-06-09 16:54:49,2025-06-09 17:43:31,Bloor-Yonge,Riverdale Park,Casual,5101
100902,39.0,2025-06-09 16:15:34,2025-06-09 16:54:34,High Park,Union Station,Annual Member,5102
100903,40.0,2025-06-09 16:36:50,2025-06-09 17:16:50,Riverdale Park,Harbourfront Centre,Casual,5103
100904,17.8,2025-06-09 17:40:47,2025-06-09 17:58:35,Harbourfront Centre,Bloor-Yonge,Annual Member,5104
100905,16.0,2025-06-09 17:21:09,2025-06-09 17:37:09,Kensington Market,High Park,Casual,5105
100906,44.6,2025-06-09 17:49:20,2025-06-09 18:33:56,Bloor-Yonge,Riverdale Park,Annual Member,5106
100907,12.4,2025-06-09 17:06:55,2025-06-09 17:19:19,High Park,Union Station,Casual,5107
100908,18.3,2025-06-09 17:03:01,2025-06-09 17:21:19,Riverdale Park,Harbourfront Centre,Annual Member,5108
100909,25.0,2025-06-09 17:51:40,2025-06-09 18:16:40,Union Station,Kensington Market,Casual,5109
100910,12.7,2025-06-09 17:32:05,2025-06-09 17:44:47,Harbourfront Centre,Bloor-Yonge,Annual Member,5110
100911,37.0,2025-06-09 17:07:44,2025-06-09 17:44:44,Kensington Market,High Park,Casual,5111
100912,13.5,2025-06-09 17:10:43,2025-06-09 17:24:13,Bloor-Yonge,Riverdale Park,Annual Member,5112
100913,31.8,2025-06-09 18:46:23,2025-06-09 19:18:11,Kensington Market,High Park,Annual Member,5113
100914,21.2,2025-06-09 18:14:08,2025-06-09 18:35:20,Bloor-Yonge,Riverdale Park,Casual,5114
100915,18.2,2025-06-09 18:22:16,2025-06-09 18:40:28,High Park,Union Station,Annual Member,5115
100916,36.9,2025-06-09 18:21:21,2025-06-09 18:58:15,Riverdale Park,Harbourfront Centre,Casual,5116
100917,21.7,2025-06-09 18:58:38,2025-06-09 19:20:20,Union Station,Kensington Market,Annual Member,5117
100918,27.1,2025-06-09 18:32:36,2025-06-09 18:59:42,Harbourfront Centre,Bloor-Yonge,Casual,5118
100919,23.5,2025-06-09 18:35:40,2025-06-09 18:59:10,Kensington Market,High Park,Annual Member,5119
100920,31.1,2025-06-09 18:19:14,2025-06-09 18:50:20,Bloor-Yonge,Riverdale Park,Casual,5120
100921,19.6,2025-06-09 18:16:27,2025-06-09 18:36:03,High Park,Union Station,Annual Member,5121
100922,20.0,2025-06-09 19:17:24,2025-06-09 19:37:24,Bloor-Yonge,Riverdale Park,Annual Member,5122
100923,13.0,2025-06-09 19:08:30,2025-06-09 19:21:30,High Park,Union Station,Casual,5123
100924,11.7,2025-06-09 19:37:51,2025-06-09 19:49:33,Riverdale Park,Harbourfront Centre,Annual Member,5124
100925,15.1,2025-06-09 19:47:36,2025-06-09 20:02:42,Union Station,Kensington Market,Casual,5125
100926,27.1,2025-06-09 19:44:39,2025-06-09 20:11:45,Harbourfront Centre,Bloor-Yonge,Annual Member,5126
100927,33.7,2025-06-09 19:27:06,2025-06-09 20:00:48,Kensington Market,High Park,Casual,5127
100928,13.6,2025-06-09 20:08:34,2025-06-09 20:22:10,High Park,Union Station,Annual Member,5128
100929,54.8,2025-06-09 20:31:10,2025-06-09 21:25:58,Riverdale Park,Harbourfront Centre,Casual,5129
100930,18.0,2025-06-09 21:50:45,2025-06-09 22:08:45,Riverdale Park,Harbourfront Centre,Annual Member,5130
100931,43.5,2025-06-09 21:40:27,2025-06-09 22:23:57,Union Station,Kensington Market,Casual,5131
100932,51.1,2025-06-09 22:17:34,2025-06-09 23:08:40,Union Station,Kensington Market,Annual Member,5132
100933,50.3,2025-06-09 22:10:02,2025-06-09 23:00:20,Harbourfront Centre,Bloor-Yonge,Casual,5133
100934,22.9,2025-06-09 23:10:39,2025-06-09 23:33:33,Harbourfront Centre,Bloor-Yonge,Annual Member,5134
100935,21.3,2025-06-09 23:04:21,2025-06-09 23:25:39,Kensington Market,High Park,Casual,5135
100936,12.7,2025-06-10 00:18:35,2025-06-10 00:31:17,Bloor-Yonge,Riverdale Park,Annual Member,5136
100937,29.4,2025-06-10 00:29:19,2025-06-10 00:58:43,High Park,Union Station,Casual,5137
100938,29.6,2025-06-10 01:28:53,2025-06-10 01:58:29,High Park,Union Station,Annual Member,5138
100939,28.1,2025-06-10 01:24:33,2025-06-10 01:52:39,Riverdale Park,Harbourfront Centre,Casual,5139
100940,18.3,2025-06-10 02:48:49,2025-06-10 03:07:07,Riverdale Park,Harbourfront Centre,Annual Member,5140
100941,34.7,2025-06-10 02:12:19,2025-06-10 02:47:01,Union Station,Kensington Market,Casual,5141
100942,9.0,2025-06-10 03:29:04,2025-06-10 03:38:04,Union Station,Kensington Market,Annual Member,5142
100943,39.7,2025-06-10 03:53:57,2025-06-10 04:33:39,Harbourfront Centre,Bloor-Yonge,Casual,5143
100944,19.1,2025-06-10 04:58:29,2025-06-10 05:17:35,Harbourfront Centre,Bloor-Yonge,Annual Member,5144
100945,24.8,2025-06-10 04:09:36,2025-06-10 04:34:24,Kensington Market,High Park,Casual,5145
100946,15.3,2025-06-10 05:01:40,2025-06-10 05:16:58,Kensington Market,High Park,Annual Member,5146
100947,22.2,2025-06-10 05:25:58,2025-06-10 05:48:10,Bloor-Yonge,Riverdale Park,Casual,5147
100948,18.2,2025-06-10 06:26:19,2025-06-10 06:44:31,Bloor-Yonge,Riverdale Park,Annual Member,5148
100949,26.2,2025-06-10 06:39:57,2025-06-10 07:06:09,High Park,Union Station,Casual,5149
100950,11.2,2025-06-10 07:53:36,2025-06-10 08:04:48,High Park,Union Station,Annual Member,5150
100951,35.7,2025-06-10 07:40:19,2025-06-10 08:16:01,Riverdale Park,Harbourfront Centre,Casual,5151
100952,26.5,2025-06-10 07:38:48,2025-06-10 08:05:18,Union Station,Kensington Market,Annual Member,5152
100953,45.2,2025-06-10 07:57:19,2025-06-10 08:42:31,Harbourfront Centre,Bloor-Yonge,Casual,5153
100954,23.7,2025-06-10 07:24:44,2025-06-10 07:48:26,Kensington Market,High Park,Annual Member,5154
100955,22.4,2025-06-10 07:39:30,2025-06-10 08:01:54,Bloor-Yonge,Riverdale Park,Casual,5155
100956,14.1,2025-06-10 08:34:27,2025-06-10 08:48:33,Riverdale Park,Harbourfront Centre,Annual Member,5156
100957,29.5,2025-06-10 08:40:36,2025-06-10 09:10:06,Union Station,Kensington Market,Casual,5157
100958,26.0,2025-06-10 08:53:09,2025-06-10 09:19:09,Harbourfront Centre,Bloor-Yonge,Annual Member,5158
100959,21.5,2025-06-10 08:46:00,2025-06-10 09:07:30,Kensington Market,High Park,Casual,5159
100960,29.8,2025-06-10 08:25:17,2025-06-10 08:55:05,Bloor-Yonge,Riverdale Park,Annual Member,5160
100961,102.2,2025-06-10 08:10:06,2025-06-10 09:52:18,High Park,Union Station,Casual,5161
100962,36.1,2025-06-10 08:51:17,2025-06-10 09:27:23,Riverdale Park,Harbourfront Centre,Annual Member,5162
100963,25.1,2025-06-10 08:18:49,2025-06-10 08:43:55,Union Station,Kensington Market,Casual,5163
100964,29.1,2025-06-10 08:59:52,2025-06-10 09:28:58,Harbourfront Centre,Bloor-Yonge,Annual Member,5164
100965,13.4,2025-06-10 09:24:04,2025-06-10 09:37:28,Union Station,Kensington Market,Annual Member,5165
100966,12.0,2025-06-10 09:22:45,2025-06-10 09:34:45,Harbourfront Centre,Bloor-Yonge,Casual,5166
100967,11.5,2025-06-10 09:57:08,2025-06-10 10:08:38,Kensington Market,High Park,Annual Member,5167
100968,40.0,2025-06-10 09:11:06,2025-06-10 09:51:06,Bloor-Yonge,Riverdale Park,Casual,5168
100969,48.1,2025-06-10 09:42:22,2025-06-10 10:30:28,High Park,Union Station,Annual Member,5169
100970,26.9,2025-06-10 09:24:58,2025-06-10 09:51:52,Riverdale Park,Harbourfront Centre,Casual,5170
100971,20.8,2025-06-10 10:20:20,2025-06-10 10:41:08,Harbourfront Centre,Bloor-Yonge,Annual Member,5171
100972,32.9,2025-06-10 10:17:27,2025-06-10 10:50:21,Kensington Market,High Park,Casual,5172
100973,18.9,2025-06-10 10:07:41,2025-06-10 10:26:35,Bloor-Yonge,Riverdale Park,Annual Member,5173
100974,31.0,2025-06-10 10:49:03,2025-06-10 11:20:03,High Park,Union Station,Casual,5174
100975,55.8,2025-06-10 11:20:16,2025-06-10 12:16:04,Kensington Market,High Park,Annual Member,5175
100976,19.3,2025-06-10 11:57:41,2025-06-10 12:16:59,Bloor-Yonge,Riverdale Park,Casual,5176
100977,17.3,2025-06-10 11:24:12,2025-06-10 11:41:30,High Park,Union Station,Annual Member,5177
100978,27.2,2025-06-10 11:15:01,2025-06-10 11:42:13,Riverdale Park,Harbourfront Centre,Casual,5178
100979,48.7,2025-06-10 12:00:39,2025-06-10 12:49:21,Bloor-Yonge,Riverdale Park,Annual Member,5179
100980,20.5,2025-06-10 12:13:30,2025-06-10 12:34:00,High Park,Union Station,Casual,5000
100981,18.7,2025-06-10 12:47:06,2025-06-10 13:05:48,Riverdale Park,Harbourfront Centre,Annual Member,5001
100982,66.3,2025-06-10 12:58:38,2025-06-10 14:04:56,Union Station,Kensington Market,Casual,5002
100983,37.8,2025-06-10 13:16:24,2025-06-10 13:54:12,High Park,Union Station,Annual Member,5003
100984,23.7,2025-06-10 13:36:14,2025-06-10 13:59:56,Riverdale Park,Harbourfront Centre,Casual,5004
100985,10.5,2025-06-10 13:54:48,2025-06-10 14:05:18,Union Station,Kensington Market,Annual Member,5005
100986,14.4,2025-06-10 13:03:39,2025-06-10 13:18:03,Harbourfront Centre,Bloor-Yonge,Casual,5006
100987,19.7,2025-06-10 14:31:40,2025-06-10 14:51:22,Riverdale Park,Harbourfront Centre,Annual Member,5007
100988,22.6,2025-06-10 14:43:58,2025-06-10 15:06:34,Union Station,Kensington Market,Casual,5008
100989,18.6,2025-06-10 14:23:25,2025-06-10 14:42:01,Harbourfront Centre,Bloor-Yonge,Annual Member,5009
100990,32.9,2025-06-10 14:37:22,2025-06-10 15:10:16,Kensington Market,High Park,Casual,5010
100991,22.3,2025-06-10 15:34:33,2025-06-10 15:56:51,Union Station,Kensington Market,Annual Member,5011
100992,67.2,2025-06-10 15:50:15,2025-06-10 16:57:27,Harbourfront Centre,Bloor-Yonge,Casual,5012
100993,26.1,2025-06-10 15:51:21,2025-06-10 16:17:27,Kensington Market,High Park,Annual Member,5013
100994,77.2,2025-06-10 15:22:24,2025-06-10 16:39:36,Bloor-Yonge,Riverdale Park,Casual,5014
100995,37.0,2025-06-10 16:50:50,2025-06-10 17:27:50,Harbourfront Centre,Bloor-Yonge,Annual Member,5015
100996,20.2,2025-06-10 16:16:27,2025-06-10 16:36:39,Kensington Market,High Park,Casual,5016
100997,10.9,2025-06-10 16:39:36,2025-06-10 16:50:30,Bloor-Yonge,Riverdale Park,Annual Member,5017
100998,32.0,2025-06-10 16:30:38,2025-06-10 17:02:38,High Park,Union Station,Casual,5018
100999,17.4,2025-06-10 16:44:33,2025-06-10 17:01:57,Riverdale Park,Harbourfront Centre,Annual Member,5019
101000,30.2,2025-06-10 16:36:46,2025-06-10 17:06:58,Union Station,Kensington Market,Casual,5020
101001,12.1,2025-06-10 17:48:26,2025-06-10 18:00:32,Kensington Market,High Park,Annual Member,5021
101002,28.6,2025-06-10 17:22:52,2025-06-10 17:51:28,Bloor-Yonge,Riverdale Park,Casual,5022
101003,23.0,2025-06-10 17:05:50,2025-06-10 17:28:50,High Park,Union Station,Annual Member,5023
101004,26.9,2025-06-10 17:06:03,2025-06-10 17:32:57,Riverdale Park,Harbourfront Centre,Casual,5024
101005,24.1,2025-06-10 17:58:32,2025-06-10 18:22:38,Union Station,Kensington Market,Annual Member,5025
101006,23.3,2025-06-10 17:18:13,2025-06-10 17:41:31,Harbourfront Centre,Bloor-Yonge,Casual,5026
101007,15.0,2025-06-10 17:03:45,2025-06-10 17:18:45,Kensington Market,High Park,Annual Member,5027
101008,22.1,2025-06-10 17:59:00,2025-06-10 18:21:06,Bloor-Yonge,Riverdale Park,Casual,5028
101009,16.9,2025-06-10 17:21:41,2025-06-10 17:38:35,High Park,Union Station,Annual Member,5029
101010,12.4,2025-06-10 18:01:15,2025-06-10 18:13:39,Bloor-Yonge,Riverdale Park,Annual Member,5030
101011,21.2,2025-06-10 18:35:55,2025-06-10 18:57:07,High Park,Union Station,Casual,5031
101012,19.3,2025-06-10 18:42:18,2025-06-10 19:01:36,Riverdale Park,Harbourfront Centre,Annual Member,5032
101013,33.7,2025-06-10 18:17:30,2025-06-10 18:51:12,Union Station,Kensington Market,Casual,5033
101014,23.2,2025-06-10 18:27:34,2025-06-10 18:50:46,Harbourfront Centre,Bloor-Yonge,Annual Member,5034
101015,14.0,2025-06-10 18:01:00,2025-06-10 18:15:00,Kensington Market,High Park,Casual,5035
101016,28.0,2025-06-10 18:29:49,2025-06-10 18:57:49,Bloor-Yonge,Riverdale Park,Annual Member,5036
101017,28.7,2025-06-10 18:46:49,2025-06-10 19:15:31,High Park,Union Station,Casual,5037
101018,17.5,2025-06-10 18:31:30,2025-06-10 18:49:00,Riverdale Park,Harbourfront Centre,Annual Member,5038
101019,17.9,2025-06-10 19:16:30,2025-06-10 19:34:24,High Park,Union Station,Annual Member,5039
101020,47.6,2025-06-10 19:25:24,2025-06-10 20:13:00,Riverdale Park,Harbourfront Centre,Casual,5040
101021,11.7,2025-06-10 19:47:49,2025-06-10 19:59:31,Union Station,Kensington Market,Annual Member,5041
101022,24.6,2025-06-10 19:36:45,2025-06-10 20:01:21,Harbourfront Centre,Bloor-Yonge,Casual,5042
101023,21.3,2025-06-10 19:50:03,2025-06-10 20:11:21,Kensington Market,High Park,Annual Member,5043
101024,25.6,2025-06-10 19:43:23,2025-06-10 20:08:59,Bloor-Yonge,Riverdale Park,Casual,5044
101025,7.5,2025-06-10 20:10:19,2025-06-10 20:17:49,Riverdale Park,Harbourfront Centre,Annual Member,5045
101026,36.5,2025-06-10 20:00:50,2025-06-10 20:37:20,Union Station,Kensington Market,Casual,5046
101027,9.6,2025-06-10 21:41:18,2025-06-10 21:50:54,Union Station,Kensington Market,Annual Member,5047
101028,25.8,2025-06-10 21:28:48,2025-06-10 21:54:36,Harbourfront Centre,Bloor-Yonge,Casual,5048
101029,14.4,2025-06-10 22:34:38,2025-06-10 22:49:02,Harbourfront Centre,Bloor-Yonge,Annual Member,5049
101030,22.0,2025-06-10 22:35:41,2025-06-10 22:57:41,Kensington Market,High Park,Casual,5050
101031,9.8,2025-06-10 23:05:29,2025-06-10 23:15:17,Kensington Market,High Park,Annual Member,5051
101032,43.2,2025-06-10 23:42:01,2025-06-11 00:25:13,Bloor-Yonge,Riverdale Park,Casual,5052
101033,19.9,2025-06-11 00:04:54,2025-06-11 00:24:48,High Park,Union Station,Annual Member,5053
101034,48.0,2025-06-11 00:06:22,2025-06-11 00:54:22,Riverdale Park,Harbourfront Centre,Casual,5054
101035,14.6,2025-06-11 01:26:41,2025-06-11 01:41:17,Riverdale Park,Harbourfront Centre,Annual Member,5055
101036,21.2,2025-06-11 01:33:44,2025-06-11 01:54:56,Union Station,Kensington Market,Casual,5056
101037,14.4,2025-06-11 02:22:57,2025-06-11 02:37:21,Union Station,Kensington Market,Annual Member,5057
101038,64.2,2025-06-11 02:40:44,2025-06-11 03:44:56,Harbourfront Centre,Bloor-Yonge,Casual,5058
101039,22.4,2025-06-11 03:34:54,2025-06-11 03:57:18,Harbourfront Centre,Bloor-Yonge,Annual Member,5059
101040,17.3,2025-06-11 03:33:31,2025-06-11 03:50:49,Kensington Market,High Park,Casual,5060
101041,10.5,2025-06-11 04:00:37,2025-06-11 04:11:07,Kensington Market,High Park,Annual Member,5061
101042,22.8,2025-06-11 04:30:06,2025-06-11 04:52:54,Bloor-Yonge,Riverdale Park,Casual,5062
101043,18.3,2025-06-11 05:42:48,2025-06-11 06:01:06,Bloor-Yonge,Riverdale Park,Annual Member,5063
101044,50.7,2025-06-11 05:23:47,2025-06-11 06:14:29,High Park,Union Station,Casual,5064
101045,14.6,2025-06-11 06:52:24,2025-06-11 07:07:00,High Park,Union Station,Annual Member,5065
101046,19.6,2025-06-11 06:43:09,2025-06-11 07:02:45,Riverdale Park,Harbourfront Centre,Casual,5066
101047,21.6,2025-06-11 07:49:19,2025-06-11 08:10:55,Riverdale Park,Harbourfront Centre,Annual Member,5067
101048,58.4,2025-06-11 07:52:41,2025-06-11 08:51:05,Union Station,Kensington Market,Casual,5068
