stDate,teamAbbr,rank,rankOrd,gameWon,gameLost,stk,stkType,stkTot,gameBack,ptsFor,ptsAgnst,homeWin,homeLoss,awayWin,awayLoss,confWin,confLoss,lastFive,lastTen,gamePlay,ptsScore,ptsAllow,ptsDiff,opptGmPlay,opptGmWon,opptOpptGmPlay,opptOpptGmWon,sos,rel%Indx,mov,srs,pw%,pyth%13.91,wpyth13.91,lpyth13.91,pyth%16.5,wpyth16.5,lpyth16.5
2017-11-28,ATL,14,14th,4,16,L1,loss,1,13.0,2044,2164,2,7,2,9,2,11,1,2,20,102.2,108.2,-6.0,378,197,7634,3957,0.5202,0.440175,-6.0,-6.5202,0.3024,0.3114,25.5348,56.4652,0.2806,23.0092,58.9908
2017-11-28,BKN,13,13th,7,13,L1,loss,1,10.0,2204,2274,4,5,3,8,3,5,1,3,20,110.2,113.7,-3.5,383,198,7700,3851,0.5114,0.471025,-3.5,-4.0114,0.3848,0.393,32.226,49.774,0.3738,30.6516,51.3484
2017-11-28,BOS,1,1st,18,4,L1,loss,1,0.0,2284,2130,8,2,10,2,12,4,3,8,22,103.8,96.8,7.0,410,200,8238,4084,0.4905,0.5724,7.0,6.5095,0.7305,0.7253,59.4746,22.5254,0.7598,62.3036,19.6964
2017-11-28,CHA,11,11th,8,11,L2,loss,2,8.5,2002,2016,7,3,1,8,4,7,3,3,19,105.4,106.1,-0.7,354,190,7164,3566,0.5237,0.498075,-0.7368,-1.2605,0.4757,0.4758,39.0156,42.9844,0.4713,38.6466,43.3534
2017-11-28,CHI,15,15th,3,16,L6,loss,6,13.5,1798,2028,2,6,1,10,3,6,0,1,19,94.6,106.7,-12.1,355,166,7193,3777,0.4868,0.40455,-12.1053,-12.5921,0.1014,0.1578,12.9396,69.0604,0.1207,9.8974,72.1026
2017-11-28,CLE,2,2nd,14,7,W9,win,9,3.5,2326,2279,7,4,7,3,12,5,5,9,21,110.8,108.5,2.2,388,191,7832,3948,0.4962,0.53885,2.2381,1.7419,0.5737,0.5705,46.781,35.219,0.5834,47.8388,34.1612
2017-11-28,DAL,15,15th,5,16,L1,loss,1,11.5,2084,2195,3,9,2,7,3,12,3,4,21,99.2,104.5,-5.3,387,198,7775,4026,0.5137,0.444775,-5.2857,-5.7994,0.326,0.327,26.814,55.186,0.2981,24.4442,57.5558
2017-11-28,DEN,6,6th,11,9,L1,loss,1,5.0,2126,2129,8,2,3,7,5,6,2,6,20,106.3,106.5,-0.2,377,176,7628,3850,0.4794,0.497075,-0.15,-0.6294,0.4951,0.4951,40.5982,41.4018,0.4942,40.5244,41.4756
2017-11-28,DET,2,2nd,13,6,W2,win,2,3.5,1985,1941,7,2,6,4,7,5,3,7,19,104.5,102.2,2.3,358,191,7248,3610,0.5217,0.562325,2.3158,1.7941,0.5763,0.5773,47.3386,34.6614,0.5914,48.4948,33.5052
2017-11-28,GS,2,2nd,15,6,L1,loss,1,1.5,2454,2234,8,3,7,3,7,4,3,7,21,116.9,106.4,10.5,393,206,7939,3878,0.5123,0.5628,10.4762,9.9639,0.8449,0.7869,64.5258,17.4742,0.8249,67.6418,14.3582
2017-11-28,HOU,1,1st,16,4,W5,win,5,0.0,2274,2068,7,3,9,1,8,2,5,9,20,113.7,103.4,10.3,364,171,7353,3619,0.4773,0.55795,10.3,9.8227,0.8391,0.7893,64.7226,17.2774,0.8273,67.8386,14.1614
2017-11-28,IND,5,5th,12,9,W1,win,1,5.5,2286,2251,6,4,6,5,8,5,4,7,21,108.9,107.2,1.7,394,212,7960,3984,0.5256,0.537025,1.6667,1.1411,0.5549,0.5534,45.3788,36.6212,0.5633,46.1906,35.8094
2017-11-28,LAC,9,9th,8,11,W3,win,3,7.5,2012,2018,4,5,4,6,7,5,3,3,19,105.9,106.2,-0.3,362,171,7318,3710,0.4839,0.468225,-0.3158,-0.7997,0.4896,0.4896,40.1472,41.8528,0.4877,39.9914,42.0086
2017-11-28,LAL,11,11th,8,12,L2,loss,2,8.0,2115,2155,6,5,2,7,4,7,2,3,20,105.8,107.8,-2.0,373,177,7540,3764,0.4827,0.46205,-2.0,-2.4827,0.4341,0.4352,35.6864,46.3136,0.4233,34.7106,47.2894
2017-11-28,MEM,12,12th,7,12,L8,loss,8,8.5,1877,1917,4,7,3,5,7,7,0,1,19,98.8,100.9,-2.1,346,180,7007,3536,0.515,0.47835,-2.1053,-2.6203,0.4307,0.4272,35.0304,46.9696,0.4139,33.9398,48.0602
2017-11-28,MIA,9,9th,10,10,L1,loss,1,7.0,2014,2046,4,5,6,5,6,6,3,6,20,100.7,102.3,-1.6,380,202,7645,3761,0.5184,0.5138,-1.6,-2.1184,0.4473,0.4454,36.5228,45.4772,0.4353,35.6946,46.3054
2017-11-28,MIL,8,8th,10,9,W1,win,1,6.5,1955,1987,5,4,5,5,4,6,2,6,19,102.9,104.6,-1.7,359,185,7238,3574,0.5081,0.512675,-1.6842,-2.1923,0.4445,0.4438,36.3916,45.6084,0.4334,35.5388,46.4612
2017-11-28,MIN,5,5th,12,9,L1,loss,1,4.5,2251,2257,7,4,5,5,9,3,2,5,21,107.2,107.5,-0.3,388,192,7791,3853,0.4947,0.513875,-0.2857,-0.7804,0.4906,0.4907,40.2374,41.7626,0.489,40.098,41.902
2017-11-28,NO,6,6th,11,9,L1,loss,1,5.0,2165,2167,5,4,6,5,7,6,3,6,20,108.2,108.3,-0.1,381,181,7670,3806,0.4821,0.4991,-0.1,-0.5821,0.4967,0.4968,40.7376,41.2624,0.4962,40.6884,41.3116
2017-11-28,NY,9,9th,10,10,L3,loss,3,7.0,2080,2093,9,4,1,6,5,6,2,4,20,104.0,104.7,-0.7,379,204,7630,3784,0.5242,0.518125,-0.65,-1.1742,0.4786,0.4783,39.2206,42.7794,0.4743,38.8926,43.1074
2017-11-28,OKC,9,9th,8,11,L2,loss,2,7.5,1938,1864,6,3,2,8,3,9,1,4,19,102.0,98.1,3.9,361,176,7296,3654,0.4919,0.474225,3.8947,3.4028,0.6282,0.6322,51.8404,30.1596,0.6553,53.7346,28.2654
2017-11-28,ORL,12,12th,8,13,L9,loss,9,9.5,2254,2331,4,4,4,9,4,8,0,1,21,107.3,111.0,-3.7,402,212,8095,4102,0.5205,0.485625,-3.6667,-4.1872,0.3793,0.3853,31.5946,50.4054,0.3649,29.9218,52.0782
2017-11-28,PHI,5,5th,11,8,L1,loss,1,5.5,2064,2047,5,4,6,4,4,4,3,6,19,108.6,107.7,0.9,364,203,7329,3595,0.5353,0.5462,0.8947,0.3594,0.5295,0.5287,43.3534,38.6466,0.5341,43.7962,38.2038
2017-11-28,PHO,13,13th,8,14,W1,win,1,9.0,2352,2533,4,9,4,5,4,9,2,4,22,106.9,115.1,-8.2,407,185,8177,4125,0.4712,0.444275,-8.2273,-8.6985,0.2291,0.2628,21.5496,60.4504,0.2274,18.6468,63.3532
2017-11-28,POR,4,4th,13,8,W3,win,3,3.5,2167,2074,7,4,6,4,8,4,4,7,21,103.2,98.8,4.4,393,175,7941,3962,0.4632,0.502125,4.4286,3.9654,0.6458,0.648,53.136,28.864,0.6734,55.2188,26.7812
2017-11-28,SA,3,3rd,13,7,W2,win,2,3.0,2033,1971,9,2,4,5,6,3,4,7,20,101.7,98.5,3.1,375,172,7564,3765,0.4717,0.5163,3.1,2.6283,0.6021,0.6061,49.7002,32.2998,0.625,51.25,30.75
2017-11-28,SAC,14,14th,6,15,L1,loss,1,10.5,1989,2215,4,6,2,9,5,7,2,3,21,94.7,105.5,-10.8,397,207,7971,4032,0.5162,0.458575,-10.7619,-11.2781,0.1456,0.1829,14.9978,67.0022,0.1448,11.8736,70.1264
2017-11-28,TOR,4,4th,12,7,W1,win,1,4.5,2080,1950,6,1,6,6,6,4,3,7,19,109.5,102.6,6.8,356,192,7200,3476,0.5205,0.54825,6.8421,6.3216,0.7253,0.7105,58.261,23.739,0.7436,60.9752,21.0248
2017-11-28,UTA,8,8th,10,11,W3,win,3,6.5,2132,2085,9,4,1,7,6,5,4,5,21,101.5,99.3,2.2,391,185,7909,3980,0.4831,0.4814,2.2381,1.755,0.5737,0.5769,47.3058,34.6942,0.5909,48.4538,33.5462
2017-11-28,WAS,7,7th,11,9,W1,win,1,6.0,2149,2075,5,5,6,4,6,4,2,6,20,107.5,103.8,3.7,375,184,7567,3822,0.4955,0.509125,3.7,3.2045,0.6218,0.6195,50.799,31.201,0.6406,52.5292,29.4708
2017-11-29,ATL,14,14th,4,16,L1,loss,1,13.0,2044,2164,2,7,2,9,2,11,1,2,20,102.2,108.2,-6.0,390,204,8148,4203,0.5207,0.4405,-6.0,-6.5207,0.3024,0.3114,25.5348,56.4652,0.2806,23.0092,58.9908
2017-11-29,BKN,13,13th,8,13,W1,win,1,9.5,2313,2378,4,5,4,8,3,5,2,4,21,110.1,113.2,-3.1,414,208,8595,4321,0.5025,0.472125,-3.0952,-3.5977,0.3981,0.4048,33.1936,48.8064,0.3876,31.7832,50.2168
2017-11-29,BOS,1,1st,18,4,L1,loss,1,0.0,2284,2130,8,2,10,2,12,4,3,8,22,103.8,96.8,7.0,426,209,8845,4381,0.4922,0.573675,7.0,6.5078,0.7305,0.7253,59.4746,22.5254,0.7598,62.3036,19.6964
2017-11-29,CHA,11,11th,8,12,L3,loss,3,9.0,2115,2142,7,3,1,9,4,8,2,3,20,105.8,107.1,-1.3,383,210,8010,3990,0.5316,0.498675,-1.35,-1.8816,0.4555,0.456,37.392,44.608,0.4479,36.7278,45.2722
2017-11-29,CHI,15,15th,3,16,L6,loss,6,13.5,1798,2028,2,6,1,10,3,6,0,1,19,94.6,106.7,-12.1,371,172,7769,4083,0.4843,0.402675,-12.1053,-12.5896,0.1014,0.1578,12.9396,69.0604,0.1207,9.8974,72.1026
2017-11-29,CLE,3,3rd,14,7,W9,win,9,3.5,2326,2279,7,4,7,3,12,5,5,9,21,110.8,108.5,2.2,403,199,8410,4240,0.4973,0.539625,2.2381,1.7408,0.5737,0.5705,46.781,35.219,0.5834,47.8388,34.1612
2017-11-29,DAL,15,15th,5,17,L2,loss,2,12.5,2188,2304,3,10,2,7,3,12,2,3,22,99.5,104.7,-5.3,421,212,8754,4539,0.5086,0.43825,-5.2727,-5.7813,0.3264,0.3277,26.8714,55.1286,0.2989,24.5098,57.4902
2017-11-29,DEN,6,6th,11,9,L1,loss,1,5.5,2126,2129,8,2,3,7,5,6,2,6,20,106.3,106.5,-0.2,391,183,8177,4127,0.4802,0.497675,-0.15,-0.6302,0.4951,0.4951,40.5982,41.4018,0.4942,40.5244,41.4756
2017-11-29,DET,2,2nd,14,6,W3,win,3,3.0,2116,2048,8,2,6,4,7,5,4,7,20,105.8,102.4,3.4,392,204,8187,4073,0.5128,0.559575,3.4,2.8872,0.612,0.6117,50.1594,31.8406,0.6316,51.7912,30.2088
2017-11-29,GS,2,2nd,16,6,W1,win,1,1.5,2581,2357,8,3,8,3,8,4,3,7,22,117.3,107.1,10.2,429,223,8946,4345,0.5084,0.56315,10.1818,9.6734,0.8353,0.7795,63.919,18.081,0.8173,67.0186,14.9814
2017-11-29,HOU,1,1st,17,4,W6,win,6,0.0,2392,2165,8,3,9,1,8,2,5,9,21,113.9,103.1,10.8,398,190,8286,4101,0.4832,0.5648,10.8095,10.3263,0.8559,0.8001,65.6082,16.3918,0.8382,68.7324,13.2676
2017-11-29,IND,6,6th,12,10,L1,loss,1,6.0,2383,2369,6,4,6,6,8,5,3,7,22,108.3,107.7,0.6,428,237,8922,4436,0.5349,0.537525,0.6364,0.1015,0.521,0.5205,42.681,39.319,0.5243,42.9926,39.0074
2017-11-29,LAC,9,9th,8,11,W3,win,3,8.0,2012,2018,4,5,4,6,7,5,3,3,19,105.9,106.2,-0.3,376,176,7857,3994,0.4815,0.4664,-0.3158,-0.7973,0.4896,0.4896,40.1472,41.8528,0.4877,39.9914,42.0086
2017-11-29,LAL,11,11th,8,13,L3,loss,3,9.0,2238,2282,6,6,2,7,4,8,2,3,21,106.6,108.7,-2.1,405,196,8441,4239,0.4901,0.4628,-2.0952,-2.5853,0.431,0.4327,35.4814,46.5186,0.4204,34.4728,47.5272
2017-11-29,MEM,12,12th,7,13,L9,loss,9,9.5,1972,2021,4,7,3,6,7,8,0,1,20,98.6,101.0,-2.5,380,200,7945,4000,0.5187,0.476525,-2.45,-2.9687,0.4193,0.4155,34.071,47.929,0.4001,32.8082,49.1918
2017-11-29,MIA,10,10th,10,11,L2,loss,2,7.5,2100,2161,4,5,6,6,6,7,3,5,21,100.0,102.9,-2.9,411,218,8559,4258,0.5194,0.508625,-2.9048,-3.4242,0.4044,0.4017,32.9394,49.0606,0.384,31.488,50.512
2017-11-29,MIL,7,7th,10,9,W1,win,1,6.5,1955,1987,5,4,5,5,4,6,2,6,19,102.9,104.6,-1.7,370,188,7721,3827,0.504,0.50955,-1.6842,-2.1882,0.4445,0.4438,36.3916,45.6084,0.4334,35.5388,46.4612
2017-11-29,MIN,5,5th,13,9,W1,win,1,4.5,2371,2359,7,4,6,5,10,3,3,6,22,107.8,107.2,0.5,425,209,8798,4339,0.4923,0.516925,0.5455,0.0532,0.518,0.5176,42.4432,39.5568,0.5209,42.7138,39.2862
2017-11-29,NO,7,7th,11,10,L2,loss,2,6.0,2267,2287,5,5,6,5,7,7,3,5,21,108.0,108.9,-1.0,413,198,8599,4268,0.485,0.494725,-0.9524,-1.4374,0.4686,0.4695,38.499,43.501,0.4638,38.0316,43.9684
2017-11-29,NY,7,7th,11,10,W1,win,1,6.5,2195,2179,10,4,1,6,6,6,2,5,21,104.5,103.8,0.8,410,221,8526,4235,0.5249,0.524625,0.7619,0.237,0.5251,0.5254,43.0828,38.9172,0.5301,43.4682,38.5318
2017-11-29,OKC,10,10th,8,12,L3,loss,3,8.5,2046,1985,6,3,2,9,3,9,1,4,20,102.3,99.2,3.0,392,190,8204,4119,0.4905,0.467875,3.05,2.5595,0.6004,0.6037,49.5034,32.4966,0.6223,51.0286,30.9714
2017-11-29,ORL,11,11th,9,13,W1,win,1,9.0,2375,2439,5,4,4,9,4,8,1,1,22,108.0,110.9,-2.9,435,227,9050,4584,0.5167,0.4898,-2.9091,-3.4258,0.4042,0.4086,33.5052,48.4948,0.392,32.144,49.856
2017-11-29,PHI,5,5th,12,8,W1,win,1,5.0,2182,2160,6,4,6,4,5,4,4,6,20,109.1,108.0,1.1,393,220,8182,4003,0.5363,0.5522,1.1,0.5637,0.5362,0.5352,43.8864,38.1136,0.5417,44.4194,37.5806
2017-11-29,PHO,13,13th,8,15,L1,loss,1,10.0,2459,2664,4,9,4,6,4,9,1,4,23,106.9,115.8,-8.9,440,206,9131,4608,0.4804,0.447225,-8.913,-9.3934,0.2065,0.2472,20.2704,61.7296,0.2106,17.2692,64.7308
2017-11-29,POR,4,4th,13,8,W3,win,3,4.0,2167,2074,7,4,6,4,8,4,4,7,21,103.2,98.8,4.4,408,181,8523,4268,0.4627,0.50175,4.4286,3.9659,0.6458,0.648,53.136,28.864,0.6734,55.2188,26.7812
2017-11-29,SA,3,3rd,14,7,W3,win,3,3.0,2137,2066,10,2,4,5,7,3,4,7,21,101.8,98.4,3.4,408,184,8503,4237,0.4668,0.51675,3.381,2.9142,0.6113,0.6154,50.4628,31.5372,0.6359,52.1438,29.8562
2017-11-29,SAC,14,14th,6,15,L1,loss,1,11.0,1989,2215,4,6,2,9,5,7,2,3,21,94.7,105.5,-10.8,410,212,8527,4322,0.5137,0.4567,-10.7619,-11.2756,0.1456,0.1829,14.9978,67.0022,0.1448,11.8736,70.1264
2017-11-29,TOR,4,4th,13,7,W2,win,2,4.0,2206,2063,7,1,6,6,7,4,3,7,20,110.3,103.2,7.1,387,206,8078,3939,0.5174,0.55055,7.15,6.6326,0.7354,0.7175,58.835,23.165,0.7513,61.6066,20.3934
2017-11-29,UTA,8,8th,10,11,W3,win,3,7.0,2132,2085,9,4,1,7,6,5,4,5,21,101.5,99.3,2.2,406,195,8502,4258,0.4871,0.4844,2.2381,1.751,0.5737,0.5769,47.3058,34.6942,0.5909,48.4538,33.5462
2017-11-29,WAS,7,7th,11,10,L1,loss,1,6.5,2262,2193,5,5,6,5,6,5,2,5,21,107.7,104.4,3.3,405,200,8427,4287,0.4988,0.505025,3.2857,2.7869,0.6082,0.6061,49.7002,32.2998,0.6251,51.2582,30.7418
2017-11-30,ATL,14,14th,4,17,L2,loss,2,14.0,2158,2285,2,8,2,9,2,12,1,2,21,102.8,108.8,-6.0,417,222,8831,4564,0.5272,0.443025,-6.0476,-6.5748,0.3009,0.311,25.502,56.498,0.2802,22.9764,59.0236
2017-11-30,BKN,13,13th,8,13,W1,win,1,10.0,2313,2378,4,5,4,8,3,5,2,4,21,110.1,113.2,-3.1,424,215,8938,4466,0.5046,0.473725,-3.0952,-3.5998,0.3981,0.4048,33.1936,48.8064,0.3876,31.7832,50.2168
2017-11-30,BOS,1,1st,19,4,W1,win,1,0.0,2392,2227,9,2,10,2,13,4,3,8,23,104.0,96.8,7.2,450,224,9499,4722,0.4976,0.5797,7.1739,6.6763,0.7362,0.7299,59.8518,22.1482,0.7648,62.7136,19.2864
2017-11-30,CHA,11,11th,8,12,L3,loss,3,9.5,2115,2142,7,3,1,9,4,8,2,3,20,105.8,107.1,-1.3,392,216,8321,4140,0.5332,0.499875,-1.35,-1.8832,0.4555,0.456,37.392,44.608,0.4479,36.7278,45.2722
2017-11-30,CHI,15,15th,3,17,L7,loss,7,14.5,1908,2139,2,6,1,11,3,6,0,1,20,95.4,107.0,-11.5,394,185,8366,4370,0.4871,0.40285,-11.55,-12.0371,0.1197,0.1694,13.8908,68.1092,0.1317,10.7994,71.2006
2017-11-30,CLE,2,2nd,15,7,W10,win,10,3.5,2447,2393,7,4,8,3,13,5,5,10,22,111.2,108.8,2.5,428,205,9062,4593,0.4883,0.53665,2.4545,1.9662,0.5808,0.577,47.314,34.686,0.591,48.462,33.538
2017-11-30,DAL,15,15th,5,17,L2,loss,2,12.5,2188,2304,3,10,2,7,3,12,2,3,22,99.5,104.7,-5.3,428,216,9044,4689,0.5093,0.4388,-5.2727,-5.782,0.3264,0.3277,26.8714,55.1286,0.2989,24.5098,57.4902
2017-11-30,DEN,6,6th,12,9,W1,win,1,5.0,2237,2239,9,2,3,7,5,6,3,6,21,106.5,106.6,-0.1,414,188,8792,4423,0.4704,0.495675,-0.0952,-0.5656,0.4969,0.4969,40.7458,41.2542,0.4963,40.6966,41.3034
2017-11-30,DET,2,2nd,14,6,W3,win,3,3.5,2116,2048,8,2,6,4,7,5,4,7,20,105.8,102.4,3.4,399,208,8473,4230,0.5139,0.56045,3.4,2.8861,0.612,0.6117,50.1594,31.8406,0.6316,51.7912,30.2088
2017-11-30,GS,2,2nd,16,6,W1,win,1,1.5,2581,2357,8,3,8,3,8,4,3,7,22,117.3,107.1,10.2,435,225,9221,4494,0.5073,0.562275,10.1818,9.6745,0.8353,0.7795,63.919,18.081,0.8173,67.0186,14.9814
2017-11-30,HOU,1,1st,17,4,W6,win,6,0.0,2392,2165,8,3,9,1,8,2,5,9,21,113.9,103.1,10.8,404,193,8558,4240,0.4836,0.565075,10.8095,10.3259,0.8559,0.8001,65.6082,16.3918,0.8382,68.7324,13.2676
2017-11-30,IND,6,6th,12,10,L1,loss,1,6.5,2383,2369,6,4,6,6,8,5,3,7,22,108.3,107.7,0.6,433,239,9178,4574,0.5341,0.536975,0.6364,0.1023,0.521,0.5205,42.681,39.319,0.5243,42.9926,39.0074
2017-11-30,LAC,9,9th,8,12,L1,loss,1,8.5,2119,2144,4,6,4,6,7,6,3,3,20,106.0,107.2,-1.2,400,187,8485,4317,0.4813,0.46095,-1.25,-1.7313,0.4588,0.4593,37.6626,44.3374,0.4518,37.0476,44.9524
2017-11-30,LAL,11,11th,8,13,L3,loss,3,9.0,2238,2282,6,6,2,7,4,8,2,3,21,106.6,108.7,-2.1,414,200,8768,4401,0.4894,0.462275,-2.0952,-2.5846,0.431,0.4327,35.4814,46.5186,0.4204,34.4728,47.5272
2017-11-30,MEM,12,12th,7,13,L9,loss,9,9.5,1972,2021,4,7,3,6,7,8,0,1,20,98.6,101.0,-2.5,385,202,8179,4118,0.5176,0.475725,-2.45,-2.9676,0.4193,0.4155,34.071,47.929,0.4001,32.8082,49.1918
2017-11-30,MIA,10,10th,10,11,L2,loss,2,8.0,2100,2161,4,5,6,6,6,7,3,5,21,100.0,102.9,-2.9,420,223,8868,4406,0.5196,0.50875,-2.9048,-3.4244,0.4044,0.4017,32.9394,49.0606,0.384,31.488,50.512
2017-11-30,MIL,6,6th,11,9,W2,win,2,6.5,2058,2078,5,4,6,5,4,6,3,7,20,102.9,103.9,-1.0,396,206,8379,4107,0.5102,0.52015,-1.0,-1.5102,0.4671,0.4664,38.2448,43.7552,0.4602,37.7364,44.2636
2017-11-30,MIN,4,4th,13,9,W1,win,1,4.5,2371,2359,7,4,6,5,10,3,3,6,22,107.8,107.2,0.5,427,211,8998,4431,0.4935,0.517875,0.5455,0.052,0.518,0.5176,42.4432,39.5568,0.5209,42.7138,39.2862
2017-11-30,NO,7,7th,11,10,L2,loss,2,6.0,2267,2287,5,5,6,5,7,7,3,5,21,108.0,108.9,-1.0,419,200,8853,4384,0.4833,0.4934,-0.9524,-1.4357,0.4686,0.4695,38.499,43.501,0.4638,38.0316,43.9684
2017-11-30,NY,8,8th,11,10,W1,win,1,7.0,2195,2179,10,4,1,6,6,6,2,5,21,104.5,103.8,0.8,418,226,8843,4378,0.5255,0.525075,0.7619,0.2364,0.5251,0.5254,43.0828,38.9172,0.5301,43.4682,38.5318
2017-11-30,OKC,9,9th,8,12,L3,loss,3,8.5,2046,1985,6,3,2,9,3,9,1,4,20,102.3,99.2,3.0,400,194,8485,4261,0.4907,0.46805,3.05,2.5593,0.6004,0.6037,49.5034,32.4966,0.6223,51.0286,30.9714
2017-11-30,ORL,11,11th,9,13,W1,win,1,9.5,2375,2439,5,4,4,9,4,8,1,1,22,108.0,110.9,-2.9,443,232,9359,4738,0.5179,0.4907,-2.9091,-3.427,0.4042,0.4086,33.5052,48.4948,0.392,32.144,49.856
2017-11-30,PHI,5,5th,12,9,L1,loss,1,6.0,2279,2268,6,4,6,5,5,5,3,6,21,108.5,108.0,0.5,420,240,8858,4330,0.5439,0.55075,0.5238,-0.0201,0.5172,0.5168,42.3776,39.6224,0.5199,42.6318,39.3682
2017-11-30,PHO,13,13th,8,15,L1,loss,1,10.0,2459,2664,4,9,4,6,4,9,1,4,23,106.9,115.8,-8.9,447,208,9430,4769,0.4788,0.446025,-8.913,-9.3918,0.2065,0.2472,20.2704,61.7296,0.2106,17.2692,64.7308
2017-11-30,POR,4,4th,13,9,L1,loss,1,4.5,2258,2177,7,5,6,4,8,4,3,7,22,102.6,99.0,3.7,430,192,9113,4577,0.4651,0.496525,3.6818,3.2167,0.6212,0.6244,51.2008,30.7992,0.6463,52.9966,29.0034
2017-11-30,SA,3,3rd,14,7,W3,win,3,3.0,2137,2066,10,2,4,5,7,3,4,7,21,101.8,98.4,3.4,414,186,8762,4382,0.4662,0.51635,3.381,2.9148,0.6113,0.6154,50.4628,31.5372,0.6359,52.1438,29.8562
2017-11-30,SAC,14,14th,6,15,L1,loss,1,11.0,1989,2215,4,6,2,9,5,7,2,3,21,94.7,105.5,-10.8,419,216,8851,4487,0.5126,0.4559,-10.7619,-11.2745,0.1456,0.1829,14.9978,67.0022,0.1448,11.8736,70.1264
2017-11-30,TOR,4,4th,13,7,W2,win,2,4.5,2206,2063,7,1,6,6,7,4,3,7,20,110.3,103.2,7.1,395,209,8373,4094,0.5157,0.5493,7.15,6.6343,0.7354,0.7175,58.835,23.165,0.7513,61.6066,20.3934
2017-11-30,UTA,8,8th,11,11,W4,win,4,6.5,2258,2192,9,4,2,7,7,5,4,6,22,102.6,99.6,3.0,431,205,9138,4564,0.4836,0.487675,3.0,2.5164,0.5988,0.6017,49.3394,32.6606,0.62,50.84,31.16
2017-11-30,WAS,8,8th,11,10,L1,loss,1,7.0,2262,2193,5,5,6,5,6,5,2,5,21,107.7,104.4,3.3,412,203,8731,4449,0.4983,0.5047,3.2857,2.7874,0.6082,0.6061,49.7002,32.2998,0.6251,51.2582,30.7418
2017-12-01,ATL,14,14th,4,17,L2,loss,2,14.0,2158,2285,2,8,2,9,2,12,1,2,21,102.8,108.8,-6.0,426,227,9259,4769,0.527,0.44285,-6.0476,-6.5746,0.3009,0.311,25.502,56.498,0.2802,22.9764,59.0236
2017-12-01,BKN,11,11th,8,13,W1,win,1,10.0,2313,2378,4,5,4,8,3,5,2,4,21,110.1,113.2,-3.1,431,218,9323,4670,0.5042,0.473375,-3.0952,-3.5994,0.3981,0.4048,33.1936,48.8064,0.3876,31.7832,50.2168
2017-12-01,BOS,1,1st,19,4,W1,win,1,0.0,2392,2227,9,2,10,2,13,4,3,8,23,104.0,96.8,7.2,462,231,10014,4972,0.4988,0.58065,7.1739,6.6751,0.7362,0.7299,59.8518,22.1482,0.7648,62.7136,19.2864
2017-12-01,CHA,11,11th,8,13,L4,loss,4,10.0,2215,2247,7,3,1,10,4,9,1,3,21,105.5,107.0,-1.5,423,230,9206,4606,0.5292,0.492175,-1.5238,-2.053,0.4498,0.4503,36.9246,45.0754,0.4411,36.1702,45.8298
2017-12-01,CHI,15,15th,3,18,L8,loss,8,15.0,2014,2246,2,7,1,11,3,6,0,1,21,95.9,107.0,-11.0,429,201,9334,4863,0.486,0.400225,-11.0476,-11.5336,0.1362,0.18,14.76,67.24,0.142,11.644,70.356
2017-12-01,CLE,2,2nd,15,7,W10,win,10,3.5,2447,2393,7,4,8,3,13,5,5,10,22,111.2,108.8,2.5,437,207,9496,4824,0.4851,0.5343,2.4545,1.9694,0.5808,0.577,47.314,34.686,0.591,48.462,33.538
2017-12-01,DAL,15,15th,5,17,L2,loss,2,12.5,2188,2304,3,10,2,7,3,12,2,3,22,99.5,104.7,-5.3,442,224,9586,4951,0.51,0.43935,-5.2727,-5.7827,0.3264,0.3277,26.8714,55.1286,0.2989,24.5098,57.4902
2017-12-01,DEN,5,5th,12,9,W1,win,1,5.0,2237,2239,9,2,3,7,5,6,3,6,21,106.5,106.6,-0.1,428,197,9308,4671,0.4741,0.49845,-0.0952,-0.5693,0.4969,0.4969,40.7458,41.2542,0.4963,40.6966,41.3034
2017-12-01,DET,3,3rd,14,7,L1,loss,1,4.0,2207,2157,8,2,6,5,7,6,3,6,21,105.1,102.7,2.4,428,222,9306,4648,0.5123,0.5509,2.381,1.8687,0.5784,0.579,47.478,34.522,0.5934,48.6588,33.3412
2017-12-01,GS,2,2nd,17,6,W2,win,2,1.0,2714,2469,8,3,9,3,8,4,4,7,23,118.0,107.3,10.7,468,240,10172,4965,0.5046,0.5632,10.6522,10.1476,0.8507,0.7885,64.657,17.343,0.8265,67.773,14.227
2017-12-01,HOU,1,1st,17,4,W6,win,6,0.0,2392,2165,8,3,9,1,8,2,5,9,21,113.9,103.1,10.8,415,197,9006,4476,0.4821,0.563975,10.8095,10.3274,0.8559,0.8001,65.6082,16.3918,0.8382,68.7324,13.2676
2017-12-01,IND,8,8th,12,11,L2,loss,2,7.0,2498,2489,6,4,6,7,8,6,2,6,23,108.6,108.2,0.4,465,257,10091,5041,0.535,0.531675,0.3913,-0.1437,0.5129,0.5125,42.025,39.975,0.5149,42.2218,39.7782
2017-12-01,LAC,10,10th,8,12,L1,loss,1,8.5,2119,2144,4,6,4,6,7,6,3,3,20,106.0,107.2,-1.2,411,194,8935,4528,0.4836,0.4627,-1.25,-1.7336,0.4588,0.4593,37.6626,44.3374,0.4518,37.0476,44.9524
