gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2017-11-02,08:00,Regular,Dalen,Eric,Kirkland,Courtney,Davis,Marc,GS,West,Pacific,Away,Win,241,2,112,30,14,11,11,20,83,43,0.5181,55,29,0.5273,28,14,0.5,16,12,0.75,4,36,40,24,26,34,28,0,0,0,0,46.5116,69.7674,0.6219,0.6024,11.1111,72.0,13.4564,11.113,11.113,20.0,1.3494,102.75,85.2697,113.1506,92.9452,20.2054,0.4624,22.3814,2.1429,78.5714,SA,West,Southwest,Home,Loss,239,3,92,19,19,6,7,10,87,34,0.3908,63,27,0.4286,24,7,0.2917,23,17,0.7391,14,32,46,33,22,23,14,0,0,0,0,53.4884,55.8824,0.4736,0.431,30.4348,69.5652,16.3624,6.0616,7.0719,11.1111,1.0575,64.125,53.6611,92.9452,113.1506,-20.2054,0.3696,14.0616,1.0,31.5789,98.9831,98.5724
2017-11-02,08:00,Regular,Dalen,Eric,Kirkland,Courtney,Davis,Marc,SA,West,Southwest,Home,Loss,239,3,92,19,19,6,7,10,87,34,0.3908,63,27,0.4286,24,7,0.2917,23,17,0.7391,14,32,46,33,22,23,14,0,0,0,0,53.4884,55.8824,0.4736,0.431,28.0,88.8889,16.3624,6.0616,7.0719,11.1111,1.0575,64.125,53.6611,92.9452,113.1506,-20.2054,0.3696,14.0616,1.0,31.5789,GS,West,Pacific,Away,Win,241,2,112,30,14,11,11,20,83,43,0.5181,55,29,0.5273,28,14,0.5,16,12,0.75,4,36,40,24,26,34,28,0,0,0,0,46.5116,69.7674,0.6219,0.6024,10.0,90.0,13.4564,11.113,11.113,20.0,1.3494,102.75,85.2697,113.1506,92.9452,20.2054,0.4624,22.3814,2.1429,78.5714,98.9831,99.3973
2017-11-02,10:30,Regular,Taylor,Dedric,Mauer,Ken,Adams,Bennie,LAL,West,Pacific,Away,Loss,240,2,110,16,11,9,8,20,79,43,0.5443,61,39,0.6393,18,4,0.2222,27,20,0.7407,2,30,32,25,37,23,25,0,0,0,0,43.8356,37.2093,0.6052,0.5696,6.0606,75.0,10.797,9.2326,8.2068,13.1148,1.3924,77.125,64.2708,112.8433,115.9209,-3.0776,0.4886,13.5731,1.4545,81.8182,POR,West,Northwest,Home,Win,240,1,113,22,12,7,4,21,86,40,0.4651,64,31,0.4844,22,9,0.4091,27,24,0.8889,10,31,41,41,25,21,26,0,0,0,0,56.1644,55.0,0.5772,0.5174,24.3902,75.6098,10.921,7.1809,4.1034,6.25,1.314,82.125,68.4375,115.9209,112.8433,3.0776,0.4545,16.6818,1.8333,58.3333,97.4803,97.4803
2017-11-02,10:30,Regular,Taylor,Dedric,Mauer,Ken,Adams,Bennie,POR,West,Northwest,Home,Win,240,1,113,22,12,7,4,21,86,40,0.4651,64,31,0.4844,22,9,0.4091,27,24,0.8889,10,31,41,41,25,21,26,0,0,0,0,56.1644,55.0,0.5772,0.5174,25.0,93.9394,10.921,7.1809,4.1034,6.25,1.314,82.125,68.4375,115.9209,112.8433,3.0776,0.4545,16.6818,1.8333,58.3333,LAL,West,Pacific,Away,Loss,240,2,110,16,11,9,8,20,79,43,0.5443,61,39,0.6393,18,4,0.2222,27,20,0.7407,2,30,32,25,37,23,25,0,0,0,0,43.8356,37.2093,0.6052,0.5696,6.25,93.75,10.797,9.2326,8.2068,13.1148,1.3924,77.125,64.2708,112.8433,115.9209,-3.0776,0.4886,13.5731,1.4545,81.8182,97.4803,97.4803
2017-11-03,07:00,Regular,Cutler,Kevin,Wall,Scott,Collins,Derrick,MIL,East,Central,Away,Loss,239,2,96,27,14,6,6,24,83,39,0.4699,58,29,0.5,25,10,0.4,9,8,0.8889,7,29,36,26,22,24,24,0,0,0,0,47.3684,69.2308,0.552,0.5301,17.9487,78.3784,13.8669,6.4563,6.4563,10.3448,1.1566,72.125,60.3556,103.3011,112.9856,-9.6845,0.4333,21.1003,1.9286,42.8571,DET,East,Central,Home,Win,240,2,105,21,14,10,4,11,78,37,0.4744,52,29,0.5577,26,8,0.3077,28,23,0.8214,8,32,40,28,31,23,23,0,0,0,0,52.6316,56.7568,0.5813,0.5256,20.0,80.0,13.4202,10.7605,4.3042,7.6923,1.3462,83.5,69.5833,112.9856,103.3011,9.6845,0.4405,16.7571,1.5,71.4286,92.9322,93.321
2017-11-03,07:00,Regular,Cutler,Kevin,Wall,Scott,Collins,Derrick,DET,East,Central,Home,Win,240,2,105,21,14,10,4,11,78,37,0.4744,52,29,0.5577,26,8,0.3077,28,23,0.8214,8,32,40,28,31,23,23,0,0,0,0,52.6316,56.7568,0.5813,0.5256,21.6216,82.0513,13.4202,10.7605,4.3042,7.6923,1.3462,83.5,69.5833,112.9856,103.3011,9.6845,0.4405,16.7571,1.5,71.4286,MIL,East,Central,Away,Loss,239,2,96,27,14,6,6,24,83,39,0.4699,58,29,0.5,25,10,0.4,9,8,0.8889,7,29,36,26,22,24,24,0,0,0,0,47.3684,69.2308,0.552,0.5301,19.4444,80.5556,13.8669,6.4563,6.4563,10.3448,1.1566,72.125,60.3556,103.3011,112.9856,-9.6845,0.4333,21.1003,1.9286,42.8571,92.9322,92.9322
2017-11-03,07:00,Regular,Zarba,Zach,Boland,Matt,Ransom,Phenizee,CHI,East,Central,Away,Win,240,1,105,23,17,6,2,13,85,40,0.4706,56,26,0.4643,29,14,0.4828,12,11,0.9167,9,39,48,28,16,29,32,0,0,0,0,55.814,57.5,0.5815,0.5529,22.5,84.7826,15.8464,6.2611,2.087,3.5714,1.2353,82.5,68.75,109.5687,86.6114,22.9573,0.4301,17.6543,1.3529,35.2941,ORL,East,Southeast,Home,Loss,240,1,83,23,16,6,2,11,86,35,0.407,51,25,0.4902,35,10,0.2857,5,3,0.6,7,31,38,26,19,15,23,0,0,0,0,44.186,65.7143,0.4705,0.4651,18.4211,81.5789,15.3551,6.2611,2.087,3.9216,0.9651,56.375,46.9792,86.6114,109.5687,-22.9573,0.3684,18.0818,1.4375,37.5,95.8303,95.8303
2017-11-03,07:00,Regular,Zarba,Zach,Boland,Matt,Ransom,Phenizee,ORL,East,Southeast,Home,Loss,240,1,83,23,16,6,2,11,86,35,0.407,51,25,0.4902,35,10,0.2857,5,3,0.6,7,31,38,26,19,15,23,0,0,0,0,44.186,65.7143,0.4705,0.4651,15.2174,77.5,15.3551,6.2611,2.087,3.9216,0.9651,56.375,46.9792,86.6114,109.5687,-22.9573,0.3684,18.0818,1.4375,37.5,CHI,East,Central,Away,Win,240,1,105,23,17,6,2,13,85,40,0.4706,56,26,0.4643,29,14,0.4828,12,11,0.9167,9,39,48,28,16,29,32,0,0,0,0,55.814,57.5,0.5815,0.5529,18.75,81.25,15.8464,6.2611,2.087,3.5714,1.2353,82.5,68.75,109.5687,86.6114,22.9573,0.4301,17.6543,1.3529,35.2941,95.8303,95.8303
2017-11-03,07:00,Regular,Twardoski,Scott,Zielinski,Gary,Brown,Tony,IND,East,Central,Away,Loss,241,2,110,25,12,6,6,18,97,45,0.4639,69,37,0.5362,28,8,0.2857,19,12,0.6316,8,32,40,28,35,26,21,0,0,0,0,44.4444,55.5556,0.522,0.5052,17.3913,72.7273,10.2249,5.6845,5.6845,8.6957,1.134,78.125,64.834,104.215,114.6365,-10.4215,0.4455,17.5611,2.0833,50.0,PHI,East,Atlantic,Home,Win,240,2,121,34,20,7,9,20,92,46,0.5,56,28,0.5,36,18,0.5,14,11,0.7857,12,38,50,30,26,36,29,0,0,0,0,55.5556,73.913,0.6163,0.5978,24.0,76.0,16.9262,6.6319,8.5267,16.0714,1.3152,107.25,89.375,114.6365,104.215,10.4215,0.46,22.3449,1.7,35.0,105.551,105.113
2017-11-03,07:00,Regular,Twardoski,Scott,Zielinski,Gary,Brown,Tony,PHI,East,Atlantic,Home,Win,240,2,121,34,20,7,9,20,92,46,0.5,56,28,0.5,36,18,0.5,14,11,0.7857,12,38,50,30,26,36,29,0,0,0,0,55.5556,73.913,0.6163,0.5978,27.2727,82.6087,16.9262,6.6319,8.5267,16.0714,1.3152,107.25,89.375,114.6365,104.215,10.4215,0.46,22.3449,1.7,35.0,IND,East,Central,Away,Loss,241,2,110,25,12,6,6,18,97,45,0.4639,69,37,0.5362,28,8,0.2857,19,12,0.6316,8,32,40,28,35,26,21,0,0,0,0,44.4444,55.5556,0.522,0.5052,20.0,80.0,10.2249,5.6845,5.6845,8.6957,1.134,78.125,64.834,104.215,114.6365,-10.4215,0.4455,17.5611,2.0833,50.0,105.551,105.551
2017-11-03,07:00,Regular,Workman,Haywoode,Buchert,Nick,Kennedy,Bill,CLE,East,Central,Away,Win,241,2,130,20,15,11,4,27,82,46,0.561,55,34,0.6182,27,12,0.4444,28,26,0.9286,8,26,34,42,32,30,26,0,0,0,0,47.8873,43.4783,0.6891,0.6341,22.2222,74.2857,13.7212,10.9283,3.9739,7.2727,1.5854,92.0,76.3485,129.1528,121.2049,7.9479,0.5169,15.4655,1.3333,73.3333,WAS,East,Southeast,Home,Loss,239,2,122,25,16,5,2,24,84,45,0.5357,56,34,0.6071,28,11,0.3929,31,21,0.6774,9,28,37,36,30,27,29,0,0,0,0,52.1127,55.5556,0.6247,0.6012,24.3243,75.6757,14.0795,4.9674,1.987,3.5714,1.4524,81.375,68.0962,121.2049,129.1528,-7.9479,0.4945,18.0323,1.5625,31.25,100.656,100.2383
2017-11-03,07:00,Regular,Workman,Haywoode,Buchert,Nick,Kennedy,Bill,WAS,East,Southeast,Home,Loss,239,2,122,25,16,5,2,24,84,45,0.5357,56,34,0.6071,28,11,0.3929,31,21,0.6774,9,28,37,36,30,27,29,0,0,0,0,52.1127,55.5556,0.6247,0.6012,25.7143,77.7778,14.0795,4.9674,1.987,3.5714,1.4524,81.375,68.0962,121.2049,129.1528,-7.9479,0.4945,18.0323,1.5625,31.25,CLE,East,Central,Away,Win,241,2,130,20,15,11,4,27,82,46,0.561,55,34,0.6182,27,12,0.4444,28,26,0.9286,8,26,34,42,32,30,26,0,0,0,0,47.8873,43.4783,0.6891,0.6341,23.5294,76.4706,13.7212,10.9283,3.9739,7.2727,1.5854,92.0,76.3485,129.1528,121.2049,7.9479,0.5169,15.4655,1.3333,73.3333,100.656,101.0772
2017-11-03,07:30,Regular,Lindsay,Mark,Corbin,Sean,Richardson,Derek,HOU,West,Southwest,Away,Win,239,1,119,28,14,14,4,16,89,42,0.4719,42,26,0.619,47,16,0.3404,23,19,0.8261,9,35,44,36,33,28,22,0,0,0,0,51.7647,66.6667,0.6003,0.5618,20.0,87.5,12.3762,13.8118,3.9462,9.5238,1.3371,102.875,86.0879,117.4007,102.6022,14.7985,0.4468,19.8413,2.0,100.0,ATL,East,Southeast,Home,Loss,240,2,104,16,18,8,8,16,81,39,0.4815,48,28,0.5833,33,11,0.3333,18,15,0.8333,5,36,41,25,26,25,28,0,0,0,0,48.2353,41.0256,0.5848,0.5494,12.1951,87.8049,16.835,7.8925,7.8925,16.6667,1.284,74.5,62.0833,102.6022,117.4007,-14.7985,0.4149,13.0166,0.8889,44.4444,101.3623,101.7864
2017-11-03,07:30,Regular,Lindsay,Mark,Corbin,Sean,Richardson,Derek,ATL,East,Southeast,Home,Loss,240,2,104,16,18,8,8,16,81,39,0.4815,48,28,0.5833,33,11,0.3333,18,15,0.8333,5,36,41,25,26,25,28,0,0,0,0,48.2353,41.0256,0.5848,0.5494,12.5,80.0,16.835,7.8925,7.8925,16.6667,1.284,74.5,62.0833,102.6022,117.4007,-14.7985,0.4149,13.0166,0.8889,44.4444,HOU,West,Southwest,Away,Win,239,1,119,28,14,14,4,16,89,42,0.4719,42,26,0.619,47,16,0.3404,23,19,0.8261,9,35,44,36,33,28,22,0,0,0,0,51.7647,66.6667,0.6003,0.5618,20.4545,79.5455,12.3762,13.8118,3.9462,9.5238,1.3371,102.875,86.0879,117.4007,102.6022,14.7985,0.4468,19.8413,2.0,100.0,101.3623,101.3623
2017-11-03,07:30,Regular,Voyard-Tadal,Vladimir,Wright,Sean,Williams,James,PHO,West,Pacific,Away,Loss,240,2,107,17,10,7,3,25,97,34,0.3505,65,25,0.3846,32,9,0.2813,37,30,0.8108,20,27,47,19,31,26,31,0,0,0,0,48.9583,50.0,0.4723,0.3969,33.3333,75.0,8.1116,7.0672,3.0288,4.6154,1.1031,65.125,54.2708,108.0278,121.1526,-13.1248,0.3908,12.1186,1.7,70.0,NY,East,Atlantic,Home,Win,237,1,120,24,13,5,7,24,87,45,0.5172,61,37,0.6066,26,8,0.3077,25,22,0.88,9,40,49,32,33,27,28,0,0,0,0,51.0417,53.3333,0.6122,0.5632,18.3673,81.6327,11.7117,5.048,7.0672,11.4754,1.3793,95.375,80.4852,121.1526,108.0278,13.1248,0.4945,17.7778,1.8462,38.4615,99.0486,99.0486
2017-11-03,07:30,Regular,Voyard-Tadal,Vladimir,Wright,Sean,Williams,James,NY,East,Atlantic,Home,Win,237,1,120,24,13,5,7,24,87,45,0.5172,61,37,0.6066,26,8,0.3077,25,22,0.88,9,40,49,32,33,27,28,0,0,0,0,51.0417,53.3333,0.6122,0.5632,25.0,66.6667,11.7117,5.048,7.0672,11.4754,1.3793,95.375,80.4852,121.1526,108.0278,13.1248,0.4945,17.7778,1.8462,38.4615,PHO,West,Pacific,Away,Loss,240,2,107,17,10,7,3,25,97,34,0.3505,65,25,0.3846,32,9,0.2813,37,30,0.8108,20,27,47,19,31,26,31,0,0,0,0,48.9583,50.0,0.4723,0.3969,42.5532,57.4468,8.1116,7.0672,3.0288,4.6154,1.1031,65.125,54.2708,108.0278,121.1526,-13.1248,0.3908,12.1186,1.7,70.0,99.0486,100.3024
2017-11-03,08:30,Regular,Fitzgerald,Kane,Lane,Karl,Van Duyne,Justin,NO,West,Southwest,Away,Win,240,2,99,23,14,9,4,22,89,36,0.4045,60,29,0.4833,29,7,0.2414,26,20,0.7692,9,44,53,28,27,20,24,0,0,0,0,53.0,63.8889,0.4928,0.4438,19.1489,83.0189,12.2335,8.8007,3.9114,6.6667,1.1124,75.5,62.9167,96.8078,91.9185,4.8893,0.383,16.7346,1.6429,64.2857,DAL,West,Southwest,Home,Loss,241,1,94,19,15,4,7,24,88,34,0.3864,54,25,0.463,34,9,0.2647,22,17,0.7727,9,38,47,25,21,17,31,0,0,0,0,47.0,55.8824,0.4812,0.4375,19.1489,80.8511,13.312,3.9114,6.845,12.963,1.0682,60.25,50.0,91.9185,96.8078,-4.8893,0.3617,14.4289,1.2667,26.6667,102.2645,102.2645
2017-11-03,08:30,Regular,Fitzgerald,Kane,Lane,Karl,Van Duyne,Justin,DAL,West,Southwest,Home,Loss,241,1,94,19,15,4,7,24,88,34,0.3864,54,25,0.463,34,9,0.2647,22,17,0.7727,9,38,47,25,21,17,31,0,0,0,0,47.0,55.8824,0.4812,0.4375,16.9811,80.8511,13.312,3.9114,6.845,12.963,1.0682,60.25,50.0,91.9185,96.8078,-4.8893,0.3617,14.4289,1.2667,26.6667,NO,West,Southwest,Away,Win,240,2,99,23,14,9,4,22,89,36,0.4045,60,29,0.4833,29,7,0.2414,26,20,0.7692,9,44,53,28,27,20,24,0,0,0,0,53.0,63.8889,0.4928,0.4438,16.9811,83.0189,12.2335,8.8007,3.9114,6.6667,1.1124,75.5,62.9167,96.8078,91.9185,4.8893,0.383,16.7346,1.6429,64.2857,102.2645,101.8402
2017-11-03,08:30,Regular,Tiven,Josh,Nansel,Brett,Lewis,Eric,CHA,East,Southeast,Away,Loss,240,2,101,16,12,11,1,20,80,33,0.4125,56,25,0.4464,24,8,0.3333,42,27,0.6429,11,35,46,19,26,26,30,0,0,0,0,50.5495,48.4848,0.5128,0.4625,22.449,83.3333,10.8617,11.0519,1.0047,1.7857,1.2625,68.5,57.0833,101.4761,108.5091,-7.033,0.4074,12.6502,1.3333,91.6667,SA,West,Southwest,Home,Win,239,1,108,31,16,7,6,26,83,39,0.4699,56,30,0.5357,27,9,0.3333,26,21,0.8077,7,38,45,25,24,31,28,0,0,0,0,49.4505,79.4872,0.5718,0.5241,15.5556,84.4444,14.4875,7.033,6.0283,10.7143,1.3012,86.5,72.3849,108.5091,101.4761,7.033,0.4239,21.9174,1.9375,43.75,99.5308,99.5308
2017-11-03,08:30,Regular,Tiven,Josh,Nansel,Brett,Lewis,Eric,SA,West,Southwest,Home,Win,239,1,108,31,16,7,6,26,83,39,0.4699,56,30,0.5357,27,9,0.3333,26,21,0.8077,7,38,45,25,24,31,28,0,0,0,0,49.4505,79.4872,0.5718,0.5241,16.6667,77.551,14.4875,7.033,6.0283,10.7143,1.3012,86.5,72.3849,108.5091,101.4761,7.033,0.4239,21.9174,1.9375,43.75,CHA,East,Southeast,Away,Loss,240,2,101,16,12,11,1,20,80,33,0.4125,56,25,0.4464,24,8,0.3333,42,27,0.6429,11,35,46,19,26,26,30,0,0,0,0,50.5495,48.4848,0.5128,0.4625,23.913,76.087,10.8617,11.0519,1.0047,1.7857,1.2625,68.5,57.0833,101.4761,108.5091,-7.033,0.4074,12.6502,1.3333,91.6667,99.5308,99.9472
2017-11-03,09:00,Regular,Scott,Kevin,Capers,James,Sterling,Jonathan,MIA,East,Southeast,Away,Loss,241,2,94,23,23,9,6,24,77,36,0.4675,39,21,0.5385,38,15,0.3947,11,7,0.6364,8,33,41,37,21,13,23,0,0,0,0,50.0,63.8889,0.5743,0.5649,22.2222,71.7391,21.9382,9.5568,6.3712,15.3846,1.2208,67.875,56.3278,99.8157,100.8775,-1.0618,0.3913,17.9912,1.0,39.1304,DEN,West,Northwest,Home,Win,240,2,95,17,17,9,6,16,80,36,0.45,57,27,0.4737,23,9,0.3913,25,14,0.56,13,28,41,28,23,25,19,0,0,0,0,50.0,47.2222,0.522,0.5063,31.7073,68.2927,15.7407,9.5568,6.3712,10.5263,1.1875,66.625,55.5208,100.8775,99.8157,1.0618,0.4286,13.6,1.0,52.9412,94.1736,93.7828
2017-11-03,09:00,Regular,Scott,Kevin,Capers,James,Sterling,Jonathan,DEN,West,Northwest,Home,Win,240,2,95,17,17,9,6,16,80,36,0.45,57,27,0.4737,23,9,0.3913,25,14,0.56,13,28,41,28,23,25,19,0,0,0,0,50.0,47.2222,0.522,0.5063,28.2609,77.7778,15.7407,9.5568,6.3712,10.5263,1.1875,66.625,55.5208,100.8775,99.8157,1.0618,0.4286,13.6,1.0,52.9412,MIA,East,Southeast,Away,Loss,241,2,94,23,23,9,6,24,77,36,0.4675,39,21,0.5385,38,15,0.3947,11,7,0.6364,8,33,41,37,21,13,23,0,0,0,0,50.0,63.8889,0.5743,0.5649,19.5122,80.4878,21.9382,9.5568,6.3712,15.3846,1.2208,67.875,56.3278,99.8157,100.8775,-1.0618,0.3913,17.9912,1.0,39.1304,94.1736,94.1736
2017-11-03,09:00,Regular,Guthrie,David,Orr,J.T.,Ayotte,Mark,TOR,East,Atlantic,Away,Win,240,2,109,20,17,9,4,27,71,38,0.5352,41,27,0.6585,30,11,0.3667,28,22,0.7857,5,34,39,29,24,36,20,0,0,0,0,54.1667,52.6316,0.6541,0.6127,17.8571,77.2727,16.9458,9.7009,4.3115,9.7561,1.5352,78.25,65.2083,117.4891,107.7881,9.701,0.4578,16.6223,1.1765,52.9412,UTA,West,Northwest,Home,Loss,240,2,100,11,14,9,5,25,80,35,0.4375,57,27,0.4737,23,8,0.3478,24,22,0.9167,10,23,33,26,28,28,18,0,0,0,0,45.8333,31.4286,0.5521,0.4875,30.303,69.697,13.3894,9.7009,5.3894,8.7719,1.25,56.75,47.2917,107.7881,117.4891,-9.701,0.4167,9.5189,0.7857,64.2857,92.7746,92.7746
2017-11-03,09:00,Regular,Guthrie,David,Orr,J.T.,Ayotte,Mark,UTA,West,Northwest,Home,Loss,240,2,100,11,14,9,5,25,80,35,0.4375,57,27,0.4737,23,8,0.3478,24,22,0.9167,10,23,33,26,28,28,18,0,0,0,0,45.8333,31.4286,0.5521,0.4875,22.7273,82.1429,13.3894,9.7009,5.3894,8.7719,1.25,56.75,47.2917,107.7881,117.4891,-9.701,0.4167,9.5189,0.7857,64.2857,TOR,East,Atlantic,Away,Win,240,2,109,20,17,9,4,27,71,38,0.5352,41,27,0.6585,30,11,0.3667,28,22,0.7857,5,34,39,29,24,36,20,0,0,0,0,54.1667,52.6316,0.6541,0.6127,12.8205,87.1795,16.9458,9.7009,4.3115,9.7561,1.5352,78.25,65.2083,117.4891,107.7881,9.701,0.4578,16.6223,1.1765,52.9412,92.7746,92.7746
2017-11-03,09:30,Regular,Taylor,Ben,Fraher,Pat,Callahan,Mike,BOS,East,Atlantic,Away,Win,239,2,101,23,11,6,2,14,84,36,0.4286,56,23,0.4107,28,13,0.4643,24,16,0.6667,11,38,49,18,19,30,34,0,0,0,0,50.5155,63.8889,0.5341,0.506,22.9167,77.551,10.4206,6.4887,2.1629,3.5714,1.2024,81.5,68.2008,109.2263,101.6561,7.5702,0.4286,17.8905,2.0909,54.5455,OKC,West,Northwest,Home,Loss,241,3,94,20,12,4,7,18,87,35,0.4023,52,22,0.4231,35,13,0.3714,14,11,0.7857,11,37,48,31,24,16,23,0,0,0,0,49.4845,57.1429,0.5045,0.477,22.9167,77.0833,11.4112,4.3258,7.5701,13.4615,1.0805,72.25,59.9585,101.6561,109.2263,-7.5702,0.3977,15.9795,1.6667,33.3333,92.4686,92.8555
2017-11-03,09:30,Regular,Taylor,Ben,Fraher,Pat,Callahan,Mike,OKC,West,Northwest,Home,Loss,241,3,94,20,12,4,7,18,87,35,0.4023,52,22,0.4231,35,13,0.3714,14,11,0.7857,11,37,48,31,24,16,23,0,0,0,0,49.4845,57.1429,0.5045,0.477,22.449,77.0833,11.4112,4.3258,7.5701,13.4615,1.0805,72.25,59.9585,101.6561,109.2263,-7.5702,0.3977,15.9795,1.6667,33.3333,BOS,East,Atlantic,Away,Win,239,2,101,23,11,6,2,14,84,36,0.4286,56,23,0.4107,28,13,0.4643,24,16,0.6667,11,38,49,18,19,30,34,0,0,0,0,50.5155,63.8889,0.5341,0.506,22.449,77.551,10.4206,6.4887,2.1629,3.5714,1.2024,81.5,68.2008,109.2263,101.6561,7.5702,0.4286,17.8905,2.0909,54.5455,92.4686,92.0849
2017-11-03,10:30,Regular,Barnaky,Brent,Ford,Tyler,McCutchen,Monty,BKN,East,Atlantic,Away,Loss,240,3,112,23,16,8,5,22,91,37,0.4066,53,28,0.5283,38,9,0.2368,38,29,0.7632,8,35,43,29,26,29,28,0,0,0,0,43.0,62.1622,0.5199,0.456,13.7931,83.3333,12.9324,7.0538,4.4086,9.434,1.2308,72.75,60.625,98.7536,109.3343,-10.5807,0.3737,15.6761,1.4375,50.0,LAL,West,Pacific,Home,Win,240,1,124,26,16,10,7,29,94,48,0.5106,73,39,0.5342,21,9,0.4286,27,19,0.7037,7,50,57,30,34,31,29,0,0,0,0,57.0,54.1667,0.5856,0.5585,12.2807,87.7193,13.1277,8.8173,6.1721,9.589,1.3191,100.375,83.6458,109.3343,98.7536,10.5807,0.466,17.5818,1.625,62.5,113.4136,113.4136
2017-11-03,10:30,Regular,Barnaky,Brent,Ford,Tyler,McCutchen,Monty,LAL,West,Pacific,Home,Win,240,1,124,26,16,10,7,29,94,48,0.5106,73,39,0.5342,21,9,0.4286,27,19,0.7037,7,50,57,30,34,31,29,0,0,0,0,57.0,54.1667,0.5856,0.5585,16.6667,86.2069,13.1277,8.8173,6.1721,9.589,1.3191,100.375,83.6458,109.3343,98.7536,10.5807,0.466,17.5818,1.625,62.5,BKN,East,Atlantic,Away,Loss,240,3,112,23,16,8,5,22,91,37,0.4066,53,28,0.5283,38,9,0.2368,38,29,0.7632,8,35,43,29,26,29,28,0,0,0,0,43.0,62.1622,0.5199,0.456,18.6047,81.3953,12.9324,7.0538,4.4086,9.434,1.2308,72.75,60.625,98.7536,109.3343,-10.5807,0.3737,15.6761,1.4375,50.0,113.4136,113.4136
2017-11-04,03:30,Regular,Forte,Brian,Taylor,Dedric,Mauer,Ken,MEM,West,Southwest,Away,Win,239,2,113,21,12,8,7,28,84,40,0.4762,53,27,0.5094,31,13,0.4194,24,20,0.8333,9,30,39,27,33,27,26,0,0,0,0,47.561,52.5,0.5975,0.5536,24.3243,66.6667,11.2613,8.579,7.5066,13.2075,1.3452,82.5,69.0377,121.1785,111.5271,9.6514,0.4598,16.4628,1.75,66.6667,LAC,West,Pacific,Home,Loss,241,2,104,18,13,7,7,22,83,38,0.4578,57,34,0.5965,26,4,0.1538,31,24,0.7742,15,28,43,25,31,24,24,0,0,0,0,52.439,47.3684,0.5381,0.4819,34.8837,65.1163,11.857,7.5066,7.5066,12.2807,1.253,74.125,61.5145,111.5271,121.1785,-9.6514,0.4691,14.1022,1.3846,53.8462,93.2509,93.6411
2017-11-04,03:30,Regular,Forte,Brian,Taylor,Dedric,Mauer,Ken,LAC,West,Pacific,Home,Loss,241,2,104,18,13,7,7,22,83,38,0.4578,57,34,0.5965,26,4,0.1538,31,24,0.7742,15,28,43,25,31,24,24,0,0,0,0,52.439,47.3684,0.5381,0.4819,33.3333,75.6757,11.857,7.5066,7.5066,12.2807,1.253,74.125,61.5145,111.5271,121.1785,-9.6514,0.4691,14.1022,1.3846,53.8462,MEM,West,Southwest,Away,Win,239,2,113,21,12,8,7,28,84,40,0.4762,53,27,0.5094,31,13,0.4194,24,20,0.8333,9,30,39,27,33,27,26,0,0,0,0,47.561,52.5,0.5975,0.5536,23.0769,76.9231,11.2613,8.579,7.5066,13.2075,1.3452,82.5,69.0377,121.1785,111.5271,9.6514,0.4598,16.4628,1.75,66.6667,93.2509,92.864
2017-11-04,07:00,Regular,Buchert,Nick,Richardson,Leroy,Kirkland,Courtney,SAC,West,Pacific,Away,Loss,240,2,99,24,18,6,1,23,76,40,0.5263,55,30,0.5455,21,10,0.4762,13,9,0.6923,3,29,32,26,23,25,25,0,0,0,0,47.7612,60.0,0.6057,0.5921,10.0,78.3784,18.0505,6.345,1.0575,1.8182,1.3026,63.375,52.8125,104.6921,114.2096,-9.5175,0.4396,19.3986,1.3333,33.3333,DET,East,Central,Home,Win,240,1,108,28,15,10,3,19,79,40,0.5063,55,27,0.4909,24,13,0.5417,22,15,0.6818,8,27,35,29,23,33,23,0,0,0,0,52.2388,70.0,0.6089,0.5886,22.8571,77.1429,14.4676,10.575,3.1725,5.4545,1.3671,85.25,71.0417,114.2096,104.6921,9.5175,0.4651,21.2637,1.8667,66.6667,94.563,94.563
