year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,5,28,2,2024-05-28,AA,1743.0,FLL,"Fort Lauderdale, FL",Florida,CLT,"Charlotte, NC",North Carolina,1143,1149.0,6.0,11.0,1200.0,1332.0,18.0,1352,1350.0,-2.0,0,,0,129.0,121.0,92.0,632.0,0,0,0,0,0
2024,12,16,1,2024-12-16,YX,3586.0,EWR,"Newark, NJ",New Jersey,IND,"Indianapolis, IN",Indiana,855,845.0,-10.0,18.0,903.0,1048.0,8.0,1116,1056.0,-20.0,0,,0,141.0,131.0,105.0,645.0,0,0,0,0,0
2024,4,23,2,2024-04-23,DL,840.0,ATL,"Atlanta, GA",Georgia,DEN,"Denver, CO",Colorado,1515,1514.0,-1.0,18.0,1532.0,1624.0,7.0,1634,1631.0,-3.0,0,,0,199.0,197.0,172.0,1199.0,0,0,0,0,0
2024,7,15,1,2024-07-15,DL,359.0,SEA,"Seattle, WA",Washington,MCO,"Orlando, FL",Florida,2335,2335.0,0.0,14.0,2349.0,749.0,11.0,806,800.0,-6.0,0,,0,331.0,325.0,300.0,2554.0,0,0,0,0,0
2024,6,28,5,2024-06-28,AA,1281.0,RSW,"Fort Myers, FL",Florida,DFW,"Dallas/Fort Worth, TX",Texas,730,726.0,-4.0,10.0,736.0,857.0,16.0,925,913.0,-12.0,0,,0,175.0,167.0,141.0,1017.0,0,0,0,0,0
2024,7,19,5,2024-07-19,WN,1145.0,SJC,"San Jose, CA",California,BUR,"Burbank, CA",California,645,644.0,-1.0,11.0,655.0,744.0,2.0,755,746.0,-9.0,0,,0,70.0,62.0,49.0,296.0,0,0,0,0,0
2024,7,2,2,2024-07-02,NK,2886.0,FLL,"Fort Lauderdale, FL",Florida,BOS,"Boston, MA",Massachusetts,1530,1544.0,14.0,16.0,1600.0,1848.0,9.0,1847,1857.0,10.0,0,,0,197.0,193.0,168.0,1237.0,0,0,0,0,0
2024,1,11,4,2024-01-11,NK,1198.0,MCO,"Orlando, FL",Florida,MCI,"Kansas City, MO",Missouri,2001,2005.0,4.0,35.0,2040.0,2226.0,6.0,2205,2232.0,27.0,0,,0,184.0,207.0,166.0,1072.0,0,0,27,0,0
2024,7,19,5,2024-07-19,DL,455.0,DCA,"Washington, DC",Virginia,ATL,"Atlanta, GA",Georgia,900,1346.0,286.0,15.0,1401.0,1521.0,7.0,1055,1528.0,273.0,0,,0,115.0,102.0,80.0,547.0,0,0,273,0,0
2024,1,21,7,2024-01-21,WN,1662.0,BUR,"Burbank, CA",California,LAS,"Las Vegas, NV",Nevada,1440,1442.0,2.0,11.0,1453.0,1534.0,4.0,1550,1538.0,-12.0,0,,0,70.0,56.0,41.0,223.0,0,0,0,0,0
2024,12,8,7,2024-12-08,UA,2147.0,TPA,"Tampa, FL",Florida,ORD,"Chicago, IL",Illinois,1435,1430.0,-5.0,17.0,1447.0,1609.0,18.0,1632,1627.0,-5.0,0,,0,177.0,177.0,142.0,1012.0,0,0,0,0,0
2024,5,4,6,2024-05-04,F9,2448.0,PBI,"West Palm Beach/Palm Beach, FL",Florida,ISP,"Islip, NY",New York,937,934.0,-3.0,12.0,946.0,1200.0,7.0,1226,1207.0,-19.0,0,,0,169.0,153.0,134.0,1052.0,0,0,0,0,0
2024,7,31,3,2024-07-31,NK,1505.0,FLL,"Fort Lauderdale, FL",Florida,PIT,"Pittsburgh, PA",Pennsylvania,2220,34.0,134.0,13.0,47.0,252.0,6.0,59,258.0,119.0,0,,0,159.0,144.0,125.0,994.0,14,0,105,0,0
2024,11,25,1,2024-11-25,OH,5514.0,FWA,"Fort Wayne, IN",Indiana,CLT,"Charlotte, NC",North Carolina,1205,1210.0,5.0,12.0,1222.0,1328.0,21.0,1355,1349.0,-6.0,0,,0,110.0,99.0,66.0,460.0,0,0,0,0,0
2024,9,5,4,2024-09-05,UA,633.0,SMF,"Sacramento, CA",California,ORD,"Chicago, IL",Illinois,1025,1020.0,-5.0,13.0,1033.0,1622.0,22.0,1635,1644.0,9.0,0,,0,250.0,264.0,229.0,1781.0,0,0,0,0,0
2024,9,25,3,2024-09-25,F9,3022.0,DFW,"Dallas/Fort Worth, TX",Texas,ATL,"Atlanta, GA",Georgia,959,1030.0,31.0,43.0,1113.0,1448.0,40.0,1314,1528.0,134.0,0,,0,135.0,238.0,155.0,731.0,0,0,103,0,31
2024,1,25,4,2024-01-25,WN,3565.0,DEN,"Denver, CO",Colorado,SMF,"Sacramento, CA",California,1345,1345.0,0.0,15.0,1400.0,1503.0,6.0,1515,1509.0,-6.0,0,,0,150.0,144.0,123.0,909.0,0,0,0,0,0
2024,6,18,2,2024-06-18,AA,1504.0,LAX,"Los Angeles, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,1740,1755.0,15.0,12.0,1807.0,2239.0,14.0,2249,2253.0,4.0,0,,0,189.0,178.0,152.0,1235.0,0,0,0,0,0
2024,7,29,1,2024-07-29,G4,2843.0,MFE,"Mission/McAllen/Edinburg, TX",Texas,SFB,"Sanford, FL",Florida,1832,1827.0,-5.0,12.0,1839.0,2155.0,5.0,2216,2200.0,-16.0,0,,0,164.0,153.0,136.0,1059.0,0,0,0,0,0
2024,5,1,3,2024-05-01,G4,2957.0,MLI,"Moline, IL",Illinois,SFB,"Sanford, FL",Florida,1235,1237.0,2.0,8.0,1245.0,1554.0,5.0,1606,1559.0,-7.0,0,,0,151.0,142.0,129.0,1018.0,0,0,0,0,0
2024,5,27,1,2024-05-27,WN,5261.0,ISP,"Islip, NY",New York,BWI,"Baltimore, MD",Maryland,1820,1836.0,16.0,8.0,1844.0,1940.0,5.0,1935,1945.0,10.0,0,,0,75.0,69.0,56.0,220.0,0,0,0,0,0
2024,7,15,1,2024-07-15,NK,672.0,DTW,"Detroit, MI",Michigan,ATL,"Atlanta, GA",Georgia,2115,2157.0,42.0,13.0,2210.0,2328.0,10.0,2322,2338.0,16.0,0,,0,127.0,101.0,78.0,594.0,16,0,0,0,0
2024,8,31,6,2024-08-31,UA,281.0,BNA,"Nashville, TN",Tennessee,SFO,"San Francisco, CA",California,700,705.0,5.0,10.0,715.0,919.0,5.0,947,924.0,-23.0,0,,0,287.0,259.0,244.0,1969.0,0,0,0,0,0
2024,1,16,2,2024-01-16,WN,471.0,LGA,"New York, NY",New York,MDW,"Chicago, IL",Illinois,1725,,,,,,,1905,,,1,B,0,160.0,,,725.0,0,0,0,0,0
2024,6,19,3,2024-06-19,DL,1103.0,BOS,"Boston, MA",Massachusetts,MSP,"Minneapolis, MN",Minnesota,1115,1119.0,4.0,17.0,1136.0,1312.0,6.0,1331,1318.0,-13.0,0,,0,196.0,179.0,156.0,1124.0,0,0,0,0,0
2024,12,8,7,2024-12-08,OO,5839.0,BFL,"Bakersfield, CA",California,DEN,"Denver, CO",Colorado,525,516.0,-9.0,27.0,543.0,835.0,9.0,900,844.0,-16.0,0,,0,155.0,148.0,112.0,845.0,0,0,0,0,0
2024,1,8,1,2024-01-08,WN,2779.0,MDW,"Chicago, IL",Illinois,CLT,"Charlotte, NC",North Carolina,910,907.0,-3.0,8.0,915.0,1134.0,5.0,1200,1139.0,-21.0,0,,0,110.0,92.0,79.0,584.0,0,0,0,0,0
2024,10,8,2,2024-10-08,UA,555.0,ATL,"Atlanta, GA",Georgia,EWR,"Newark, NJ",New Jersey,1634,1634.0,0.0,24.0,1658.0,1834.0,17.0,1855,1851.0,-4.0,0,,0,141.0,137.0,96.0,746.0,0,0,0,0,0
2024,4,9,2,2024-04-09,AA,2638.0,DFW,"Dallas/Fort Worth, TX",Texas,ORF,"Norfolk, VA",Virginia,1051,1120.0,29.0,44.0,1204.0,1531.0,3.0,1447,1534.0,47.0,0,,0,176.0,194.0,147.0,1212.0,0,0,18,0,29
2024,12,29,7,2024-12-29,9E,4987.0,LGA,"New York, NY",New York,CVG,"Cincinnati, OH",Kentucky,850,842.0,-8.0,28.0,910.0,1048.0,5.0,1120,1053.0,-27.0,0,,0,150.0,131.0,98.0,585.0,0,0,0,0,0
2024,11,20,3,2024-11-20,WN,4303.0,SNA,"Santa Ana, CA",California,DEN,"Denver, CO",Colorado,1235,1252.0,17.0,16.0,1308.0,1554.0,6.0,1555,1600.0,5.0,0,,0,140.0,128.0,106.0,846.0,0,0,0,0,0
2024,1,22,1,2024-01-22,WN,2300.0,RSW,"Fort Myers, FL",Florida,IND,"Indianapolis, IN",Indiana,1615,1616.0,1.0,13.0,1629.0,1830.0,4.0,1850,1834.0,-16.0,0,,0,155.0,138.0,121.0,945.0,0,0,0,0,0
2024,7,15,1,2024-07-15,DL,1679.0,TPA,"Tampa, FL",Florida,CVG,"Cincinnati, OH",Kentucky,1815,1819.0,4.0,30.0,1849.0,2037.0,6.0,2029,2043.0,14.0,0,,0,134.0,144.0,108.0,773.0,0,0,0,0,0
2024,8,5,1,2024-08-05,OH,5567.0,AVL,"Asheville, NC",North Carolina,CLT,"Charlotte, NC",North Carolina,1441,1446.0,5.0,31.0,1517.0,1546.0,13.0,1544,1559.0,15.0,0,,0,63.0,73.0,29.0,91.0,5,0,10,0,0
2024,12,24,2,2024-12-24,DL,665.0,ATL,"Atlanta, GA",Georgia,ONT,"Ontario, CA",California,855,855.0,0.0,25.0,920.0,1032.0,4.0,1046,1036.0,-10.0,0,,0,291.0,281.0,252.0,1900.0,0,0,0,0,0
2024,8,31,6,2024-08-31,DL,2906.0,LAX,"Los Angeles, CA",California,SLC,"Salt Lake City, UT",Utah,540,539.0,-1.0,9.0,548.0,817.0,5.0,844,822.0,-22.0,0,,0,124.0,103.0,89.0,590.0,0,0,0,0,0
2024,3,21,4,2024-03-21,UA,2315.0,ORD,"Chicago, IL",Illinois,TPA,"Tampa, FL",Florida,610,603.0,-7.0,18.0,621.0,933.0,7.0,954,940.0,-14.0,0,,0,164.0,157.0,132.0,1012.0,0,0,0,0,0
2024,11,21,4,2024-11-21,WN,2231.0,DAL,"Dallas, TX",Texas,STL,"St. Louis, MO",Missouri,1915,1937.0,22.0,20.0,1957.0,2121.0,6.0,2055,2127.0,32.0,0,,0,100.0,110.0,84.0,546.0,10,0,10,0,12
2024,10,14,1,2024-10-14,9E,5453.0,IAD,"Washington, DC",Virginia,JFK,"New York, NY",New York,1124,1121.0,-3.0,12.0,1133.0,1217.0,7.0,1244,1224.0,-20.0,0,,0,80.0,63.0,44.0,228.0,0,0,0,0,0
2024,12,24,2,2024-12-24,DL,1209.0,PDX,"Portland, OR",Oregon,SLC,"Salt Lake City, UT",Utah,1346,1340.0,-6.0,12.0,1352.0,1624.0,5.0,1636,1629.0,-7.0,0,,0,110.0,109.0,92.0,630.0,0,0,0,0,0
2024,9,7,6,2024-09-07,DL,487.0,CVG,"Cincinnati, OH",Kentucky,SEA,"Seattle, WA",Washington,1843,1837.0,-6.0,9.0,1846.0,1955.0,7.0,2040,2002.0,-38.0,0,,0,297.0,265.0,249.0,1965.0,0,0,0,0,0
2024,9,5,4,2024-09-05,DL,1038.0,RDU,"Raleigh/Durham, NC",North Carolina,FLL,"Fort Lauderdale, FL",Florida,1220,1309.0,49.0,11.0,1320.0,1509.0,4.0,1428,1513.0,45.0,0,,0,128.0,124.0,109.0,680.0,45,0,0,0,0
2024,10,24,4,2024-10-24,DL,1066.0,SAT,"San Antonio, TX",Texas,ATL,"Atlanta, GA",Georgia,705,659.0,-6.0,15.0,714.0,1004.0,6.0,1020,1010.0,-10.0,0,,0,135.0,131.0,110.0,874.0,0,0,0,0,0
2024,7,23,2,2024-07-23,UA,2323.0,ORD,"Chicago, IL",Illinois,MCO,"Orlando, FL",Florida,852,920.0,28.0,25.0,945.0,1249.0,3.0,1247,1252.0,5.0,0,,0,175.0,152.0,124.0,1005.0,0,0,0,0,0
2024,8,24,6,2024-08-24,AA,143.0,LAX,"Los Angeles, CA",California,HNL,"Honolulu, HI",Hawaii,1418,1419.0,1.0,18.0,1437.0,1652.0,3.0,1703,1655.0,-8.0,0,,0,345.0,336.0,315.0,2556.0,0,0,0,0,0
2024,6,25,2,2024-06-25,MQ,3506.0,EVV,"Evansville, IN",Indiana,DFW,"Dallas/Fort Worth, TX",Texas,1344,1339.0,-5.0,14.0,1353.0,1522.0,23.0,1555,1545.0,-10.0,0,,0,131.0,126.0,89.0,642.0,0,0,0,0,0
2024,9,30,1,2024-09-30,WN,1351.0,ORF,"Norfolk, VA",Virginia,MCO,"Orlando, FL",Florida,1735,1732.0,-3.0,11.0,1743.0,1922.0,6.0,1935,1928.0,-7.0,0,,0,120.0,116.0,99.0,655.0,0,0,0,0,0
2024,4,8,1,2024-04-08,WN,2657.0,RSW,"Fort Myers, FL",Florida,MDW,"Chicago, IL",Illinois,920,924.0,4.0,14.0,938.0,1108.0,4.0,1110,1112.0,2.0,0,,0,170.0,168.0,150.0,1105.0,0,0,0,0,0
2024,9,3,2,2024-09-03,WN,246.0,MCO,"Orlando, FL",Florida,LAS,"Las Vegas, NV",Nevada,850,847.0,-3.0,12.0,859.0,1018.0,4.0,1050,1022.0,-28.0,0,,0,300.0,275.0,259.0,2039.0,0,0,0,0,0
2024,11,21,4,2024-11-21,DL,1515.0,GSP,"Greer, SC",South Carolina,ATL,"Atlanta, GA",Georgia,1834,1858.0,24.0,16.0,1914.0,1948.0,7.0,1947,1955.0,8.0,0,,0,73.0,57.0,34.0,153.0,0,0,0,0,0
2024,7,1,1,2024-07-01,AA,2608.0,SFO,"San Francisco, CA",California,PHX,"Phoenix, AZ",Arizona,1841,1848.0,7.0,11.0,1859.0,2031.0,12.0,2042,2043.0,1.0,0,,0,121.0,115.0,92.0,651.0,0,0,0,0,0
2024,12,29,7,2024-12-29,UA,1741.0,SAT,"San Antonio, TX",Texas,EWR,"Newark, NJ",New Jersey,1210,,,,,,,1655,,,1,B,0,225.0,,,1569.0,0,0,0,0,0
2024,4,7,7,2024-04-07,DL,2327.0,ATL,"Atlanta, GA",Georgia,CHA,"Chattanooga, TN",Tennessee,2300,2355.0,55.0,8.0,3.0,33.0,6.0,2348,39.0,51.0,0,,0,48.0,44.0,30.0,106.0,51,0,0,0,0
2024,7,27,6,2024-07-27,WN,2989.0,AUS,"Austin, TX",Texas,PHX,"Phoenix, AZ",Arizona,1715,1740.0,25.0,9.0,1749.0,1752.0,5.0,1735,1757.0,22.0,0,,0,140.0,137.0,123.0,872.0,0,0,0,0,22
2024,12,15,7,2024-12-15,WN,1427.0,BDL,"Hartford, CT",Connecticut,BNA,"Nashville, TN",Tennessee,1140,1146.0,6.0,11.0,1157.0,1304.0,4.0,1315,1308.0,-7.0,0,,0,155.0,142.0,127.0,852.0,0,0,0,0,0
2024,4,29,1,2024-04-29,OO,3735.0,RDM,"Bend/Redmond, OR",Oregon,SEA,"Seattle, WA",Washington,1110,1106.0,-4.0,19.0,1125.0,1217.0,6.0,1235,1223.0,-12.0,0,,0,85.0,77.0,52.0,228.0,0,0,0,0,0
2024,6,7,5,2024-06-07,UA,1657.0,IAH,"Houston, TX",Texas,EWR,"Newark, NJ",New Jersey,600,607.0,7.0,14.0,621.0,1015.0,6.0,1035,1021.0,-14.0,0,,0,215.0,194.0,174.0,1400.0,0,0,0,0,0
2024,1,12,5,2024-01-12,AS,895.0,SAN,"San Diego, CA",California,HNL,"Honolulu, HI",Hawaii,952,1005.0,13.0,21.0,1026.0,1600.0,13.0,1420,1613.0,,0,,1,388.0,,,2614.0,0,0,0,0,0
2024,11,2,6,2024-11-02,UA,1337.0,PDX,"Portland, OR",Oregon,SFO,"San Francisco, CA",California,1950,1942.0,-8.0,13.0,1955.0,2106.0,5.0,2143,2111.0,-32.0,0,,0,113.0,89.0,71.0,550.0,0,0,0,0,0
2024,8,27,2,2024-08-27,9E,5237.0,ILM,"Wilmington, NC",North Carolina,LGA,"New York, NY",New York,700,657.0,-3.0,11.0,708.0,825.0,6.0,845,831.0,-14.0,0,,0,105.0,94.0,77.0,500.0,0,0,0,0,0
2024,6,11,2,2024-06-11,HA,254.0,LIH,"Lihue, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,1225,1220.0,-5.0,7.0,1227.0,1248.0,8.0,1304,1256.0,-8.0,0,,0,39.0,36.0,21.0,102.0,0,0,0,0,0
2024,6,22,6,2024-06-22,NK,3996.0,PHL,"Philadelphia, PA",Pennsylvania,MCO,"Orlando, FL",Florida,617,936.0,199.0,14.0,950.0,1144.0,3.0,900,1147.0,167.0,0,,0,163.0,131.0,114.0,861.0,49,0,118,0,0
2024,3,23,6,2024-03-23,AS,1.0,DCA,"Washington, DC",Virginia,SEA,"Seattle, WA",Washington,800,751.0,-9.0,19.0,810.0,1037.0,16.0,1056,1053.0,-3.0,0,,0,356.0,362.0,327.0,2329.0,0,0,0,0,0
2024,4,13,6,2024-04-13,AA,2522.0,SRQ,"Sarasota/Bradenton, FL",Florida,CLT,"Charlotte, NC",North Carolina,1012,1020.0,8.0,15.0,1035.0,1159.0,12.0,1205,1211.0,6.0,0,,0,113.0,111.0,84.0,547.0,0,0,0,0,0
2024,11,18,1,2024-11-18,WN,152.0,SMF,"Sacramento, CA",California,SAN,"San Diego, CA",California,1930,1924.0,-6.0,13.0,1937.0,2047.0,3.0,2100,2050.0,-10.0,0,,0,90.0,86.0,70.0,480.0,0,0,0,0,0
2024,6,13,4,2024-06-13,OO,3908.0,DTW,"Detroit, MI",Michigan,CMH,"Columbus, OH",Ohio,1415,1512.0,57.0,14.0,1526.0,1556.0,6.0,1516,1602.0,46.0,0,,0,61.0,50.0,30.0,155.0,46,0,0,0,0
2024,7,20,6,2024-07-20,OH,5322.0,JAN,"Jackson/Vicksburg, MS",Mississippi,CLT,"Charlotte, NC",North Carolina,515,607.0,52.0,16.0,623.0,842.0,6.0,811,848.0,37.0,0,,0,116.0,101.0,79.0,562.0,37,0,0,0,0
2024,3,9,6,2024-03-09,DL,1299.0,MOB,"Mobile, AL",Alabama,ATL,"Atlanta, GA",Georgia,600,551.0,-9.0,11.0,602.0,747.0,14.0,824,801.0,-23.0,0,,0,84.0,70.0,45.0,302.0,0,0,0,0,0
2024,10,12,6,2024-10-12,AA,592.0,RDU,"Raleigh/Durham, NC",North Carolina,PHX,"Phoenix, AZ",Arizona,705,707.0,2.0,23.0,730.0,839.0,36.0,901,915.0,14.0,0,,0,296.0,308.0,249.0,1891.0,0,0,0,0,0
2024,2,1,4,2024-02-01,DL,1608.0,MSP,"Minneapolis, MN",Minnesota,LAX,"Los Angeles, CA",California,1055,1050.0,-5.0,19.0,1109.0,1235.0,5.0,1308,1240.0,-28.0,0,,0,253.0,230.0,206.0,1535.0,0,0,0,0,0
2024,1,23,2,2024-01-23,DL,1042.0,AUS,"Austin, TX",Texas,MSP,"Minneapolis, MN",Minnesota,1631,1808.0,97.0,21.0,1829.0,2030.0,4.0,1915,2034.0,79.0,0,,0,164.0,146.0,121.0,1042.0,79,0,0,0,0
2024,12,21,6,2024-12-21,YX,3685.0,RDU,"Raleigh/Durham, NC",North Carolina,ORD,"Chicago, IL",Illinois,1645,1642.0,-3.0,13.0,1655.0,1751.0,9.0,1824,1800.0,-24.0,0,,0,159.0,138.0,116.0,646.0,0,0,0,0,0
2024,10,22,2,2024-10-22,WN,4347.0,TUS,"Tucson, AZ",Arizona,DAL,"Dallas, TX",Texas,1415,1411.0,-4.0,9.0,1420.0,1815.0,5.0,1830,1820.0,-10.0,0,,0,135.0,129.0,115.0,824.0,0,0,0,0,0
2024,2,2,5,2024-02-02,UA,1513.0,SYR,"Syracuse, NY",New York,EWR,"Newark, NJ",New Jersey,600,551.0,-9.0,21.0,612.0,648.0,7.0,727,655.0,-32.0,0,,0,87.0,64.0,36.0,195.0,0,0,0,0,0
2024,3,10,7,2024-03-10,WN,3142.0,PHX,"Phoenix, AZ",Arizona,DEN,"Denver, CO",Colorado,920,935.0,15.0,16.0,951.0,1217.0,6.0,1210,1223.0,13.0,0,,0,110.0,108.0,86.0,602.0,0,0,0,0,0
2024,5,26,7,2024-05-26,WN,4957.0,OAK,"Oakland, CA",California,PSP,"Palm Springs, CA",California,825,819.0,-6.0,9.0,828.0,933.0,4.0,945,937.0,-8.0,0,,0,80.0,78.0,65.0,418.0,0,0,0,0,0
2024,10,24,4,2024-10-24,UA,2295.0,EWR,"Newark, NJ",New Jersey,MIA,"Miami, FL",Florida,1115,1110.0,-5.0,18.0,1128.0,1359.0,9.0,1425,1408.0,-17.0,0,,0,190.0,178.0,151.0,1085.0,0,0,0,0,0
2024,1,9,2,2024-01-09,DL,2264.0,MCO,"Orlando, FL",Florida,JFK,"New York, NY",New York,630,630.0,0.0,18.0,648.0,847.0,10.0,906,857.0,-9.0,0,,0,156.0,147.0,119.0,944.0,0,0,0,0,0
2024,8,12,1,2024-08-12,WN,2813.0,RDU,"Raleigh/Durham, NC",North Carolina,TPA,"Tampa, FL",Florida,1655,1652.0,-3.0,9.0,1701.0,1825.0,3.0,1845,1828.0,-17.0,0,,0,110.0,96.0,84.0,587.0,0,0,0,0,0
2024,12,19,4,2024-12-19,OO,3689.0,OKC,"Oklahoma City, OK",Oklahoma,SLC,"Salt Lake City, UT",Utah,1815,1811.0,-4.0,11.0,1822.0,1928.0,5.0,1957,1933.0,-24.0,0,,0,162.0,142.0,126.0,866.0,0,0,0,0,0
2024,2,2,5,2024-02-02,AA,2716.0,DFW,"Dallas/Fort Worth, TX",Texas,TUL,"Tulsa, OK",Oklahoma,1449,1448.0,-1.0,22.0,1510.0,1556.0,3.0,1555,1559.0,4.0,0,,0,66.0,71.0,46.0,237.0,0,0,0,0,0
2024,10,29,2,2024-10-29,AA,1470.0,PHX,"Phoenix, AZ",Arizona,TPA,"Tampa, FL",Florida,922,914.0,-8.0,22.0,936.0,1613.0,4.0,1620,1617.0,-3.0,0,,0,238.0,243.0,217.0,1788.0,0,0,0,0,0
2024,10,20,7,2024-10-20,DL,410.0,DCA,"Washington, DC",Virginia,ATL,"Atlanta, GA",Georgia,600,553.0,-7.0,15.0,608.0,726.0,9.0,754,735.0,-19.0,0,,0,114.0,102.0,78.0,547.0,0,0,0,0,0
2024,8,25,7,2024-08-25,AA,2305.0,JFK,"New York, NY",New York,SFO,"San Francisco, CA",California,1629,1636.0,7.0,27.0,1703.0,1955.0,16.0,2001,2011.0,10.0,0,,0,392.0,395.0,352.0,2586.0,0,0,0,0,0
2024,10,30,3,2024-10-30,9E,5140.0,BTR,"Baton Rouge, LA",Louisiana,ATL,"Atlanta, GA",Georgia,1700,1659.0,-1.0,23.0,1722.0,1925.0,35.0,1939,2000.0,21.0,0,,0,99.0,121.0,63.0,448.0,0,0,21,0,0
2024,1,11,4,2024-01-11,HA,136.0,HNL,"Honolulu, HI",Hawaii,OGG,"Kahului, HI",Hawaii,635,629.0,-6.0,9.0,638.0,700.0,5.0,715,705.0,-10.0,0,,0,40.0,36.0,22.0,100.0,0,0,0,0,0
2024,7,28,7,2024-07-28,OO,4644.0,CRW,"Charleston/Dunbar, WV",West Virginia,ORD,"Chicago, IL",Illinois,1741,1936.0,115.0,11.0,1947.0,1951.0,8.0,1834,1959.0,85.0,0,,0,113.0,83.0,64.0,416.0,85,0,0,0,0
2024,10,24,4,2024-10-24,OH,5643.0,BHM,"Birmingham, AL",Alabama,DCA,"Washington, DC",Virginia,614,612.0,-2.0,16.0,628.0,858.0,4.0,918,902.0,-16.0,0,,0,124.0,110.0,90.0,653.0,0,0,0,0,0
2024,4,26,5,2024-04-26,OO,5522.0,ORD,"Chicago, IL",Illinois,BNA,"Nashville, TN",Tennessee,2105,2118.0,13.0,15.0,2133.0,2240.0,8.0,2242,2248.0,6.0,0,,0,97.0,90.0,67.0,409.0,0,0,0,0,0
2024,10,24,4,2024-10-24,DL,2055.0,ORD,"Chicago, IL",Illinois,SEA,"Seattle, WA",Washington,1410,1407.0,-3.0,19.0,1426.0,1646.0,11.0,1648,1657.0,9.0,0,,0,278.0,290.0,260.0,1721.0,0,0,0,0,0
2024,11,12,2,2024-11-12,UA,618.0,EWR,"Newark, NJ",New Jersey,SFO,"San Francisco, CA",California,830,824.0,-6.0,34.0,858.0,1126.0,4.0,1151,1130.0,-21.0,0,,0,381.0,366.0,328.0,2565.0,0,0,0,0,0
2024,7,28,7,2024-07-28,G4,1957.0,BNA,"Nashville, TN",Tennessee,XNA,"Fayetteville, AR",Arkansas,1250,1306.0,16.0,10.0,1316.0,1420.0,4.0,1418,1424.0,6.0,0,,0,88.0,78.0,64.0,426.0,0,0,0,0,0
2024,6,9,7,2024-06-09,AA,1577.0,CLT,"Charlotte, NC",North Carolina,MIA,"Miami, FL",Florida,1812,1814.0,2.0,14.0,1828.0,1958.0,20.0,2020,2018.0,-2.0,0,,0,128.0,124.0,90.0,650.0,0,0,0,0,0
2024,5,3,5,2024-05-03,AA,1285.0,DFW,"Dallas/Fort Worth, TX",Texas,BOS,"Boston, MA",Massachusetts,841,842.0,1.0,17.0,859.0,1307.0,8.0,1332,1315.0,-17.0,0,,0,231.0,213.0,188.0,1562.0,0,0,0,0,0
2024,7,31,3,2024-07-31,YX,4474.0,LGA,"New York, NY",New York,PHL,"Philadelphia, PA",Pennsylvania,1833,1826.0,-7.0,67.0,1933.0,2014.0,7.0,1944,2021.0,37.0,0,,0,71.0,115.0,41.0,96.0,0,0,37,0,0
2024,10,31,4,2024-10-31,UA,2374.0,LAS,"Las Vegas, NV",Nevada,DEN,"Denver, CO",Colorado,845,838.0,-7.0,22.0,900.0,1121.0,9.0,1146,1130.0,-16.0,0,,0,121.0,112.0,81.0,628.0,0,0,0,0,0
2024,7,10,3,2024-07-10,WN,1954.0,MDW,"Chicago, IL",Illinois,BWI,"Baltimore, MD",Maryland,1200,1158.0,-2.0,16.0,1214.0,1437.0,4.0,1450,1441.0,-9.0,0,,0,110.0,103.0,83.0,611.0,0,0,0,0,0
2024,10,21,1,2024-10-21,DL,1306.0,SNA,"Santa Ana, CA",California,SLC,"Salt Lake City, UT",Utah,1255,1241.0,-14.0,28.0,1309.0,1531.0,5.0,1550,1536.0,-14.0,0,,0,115.0,115.0,82.0,588.0,0,0,0,0,0
2024,8,1,4,2024-08-01,WN,867.0,TPA,"Tampa, FL",Florida,CMH,"Columbus, OH",Ohio,555,554.0,-1.0,8.0,602.0,757.0,5.0,810,802.0,-8.0,0,,0,135.0,128.0,115.0,829.0,0,0,0,0,0
2024,12,5,4,2024-12-05,NK,1161.0,BOS,"Boston, MA",Massachusetts,ATL,"Atlanta, GA",Georgia,2030,2322.0,172.0,14.0,2336.0,215.0,23.0,2334,238.0,184.0,0,,0,184.0,196.0,159.0,946.0,0,0,184,0,0
2024,2,14,3,2024-02-14,OO,4282.0,SLC,"Salt Lake City, UT",Utah,SGU,"St. George, UT",Utah,1710,1741.0,31.0,11.0,1752.0,1834.0,2.0,1820,1836.0,16.0,0,,0,70.0,55.0,42.0,272.0,16,0,0,0,0
2024,12,22,7,2024-12-22,WN,4298.0,CMH,"Columbus, OH",Ohio,BWI,"Baltimore, MD",Maryland,600,602.0,2.0,24.0,626.0,721.0,7.0,720,728.0,8.0,0,,0,80.0,86.0,55.0,337.0,0,0,0,0,0
2024,8,28,3,2024-08-28,NK,200.0,EWR,"Newark, NJ",New Jersey,MCO,"Orlando, FL",Florida,2205,2250.0,45.0,32.0,2322.0,124.0,6.0,58,130.0,32.0,0,,0,173.0,160.0,122.0,937.0,0,0,0,0,32
