Event,Name,Stroke,Time1,Time2,Time3
2,Lillian,butterfly,01:00:367188,01:00:639300,01:00:420807
2,Lillian,breaststroke,00:49:546211,00:49:666107,00:49:103368
2,Natalie,freestyle,00:56:803136,00:56:638097,00:56:616692
2,Natalie,backstroke,01:07:359215,01:07:842001,01:08:002365
2,Natalie,butterfly,00:48:207208,00:48:193120,00:48:532020
2,Natalie,breaststroke,01:08:842336,01:08:675455,01:08:507624
2,Hannah,freestyle,00:59:348139,00:58:916827,00:59:425623
2,Hannah,backstroke,01:07:490986,01:07:062448,01:07:539864
2,Hannah,butterfly,01:02:237644,01:02:212438,01:02:562682
2,Hannah,breaststroke,01:12:190331,01:12:489700,01:12:256599
2,Aria,freestyle,01:00:263613,01:00:164682,01:00:462825
2,Aria,backstroke,00:58:755343,00:59:296692,00:58:995888
2,Aria,butterfly,01:04:488699,01:04:004978,01:04:602220
2,Aria,breaststroke,00:54:850673,00:54:786431,00:55:671808
2,Layla,freestyle,01:00:724310,01:00:372067,01:00:615422
2,Layla,backstroke,01:06:648091,01:07:342484,01:07:312196
2,Layla,butterfly,00:36:471171,00:36:939733,00:35:994950
2,Layla,breaststroke,00:44:156288,00:43:785761,00:44:514977
2,Brooklyn,freestyle,01:02:987264,01:03:053561,01:02:621803
2,Brooklyn,backstroke,00:58:922492,00:58:941110,00:59:684527
2,Brooklyn,butterfly,01:00:194617,01:00:147703,01:00:478952
2,Brooklyn,breaststroke,01:08:315025,01:08:330087,01:07:620120
2,Alexa,freestyle,00:49:151028,00:49:671101,00:49:114829
2,Alexa,backstroke,00:47:986553,00:47:745505,00:48:042590
2,Alexa,butterfly,00:44:949835,00:44:669603,00:44:725305
2,Alexa,breaststroke,00:45:951458,00:45:910714,00:45:394195
2,Zoe,freestyle,00:53:188818,00:53:832314,00:53:409840
2,Zoe,backstroke,00:51:479246,00:51:515036,00:51:369413
2,Zoe,butterfly,01:10:365976,01:09:714562,01:10:155209
2,Zoe,breaststroke,00:42:133074,00:42:536276,00:42:515388
2,Penelope,freestyle,00:51:739055,00:52:031458,00:52:076547
2,Penelope,backstroke,00:38:179888,00:38:265697,00:38:372162
2,Penelope,butterfly,00:47:841961,00:47:337472,00:47:550927
2,Penelope,breaststroke,00:48:676190,00:48:579588,00:48:708005
2,Riley,freestyle,00:56:411942,00:55:934313,00:56:066981
2,Riley,backstroke,00:59:247143,00:59:140083,00:59:698183
2,Riley,butterfly,00:58:090644,00:57:605079,00:57:573932
2,Riley,breaststroke,01:06:695012,01:06:471366,01:07:082391
2,Leah,freestyle,00:53:478052,00:52:885223,00:53:635391
2,Leah,backstroke,00:44:025293,00:44:290606,00:44:115111
2,Leah,butterfly,00:49:747962,00:50:287674,00:49:577177
2,Leah,breaststroke,01:05:755375,01:05:317744,01:05:450654
2,Audrey,freestyle,00:40:753100,00:41:436371,00:40:850231
2,Audrey,backstroke,00:55:897243,00:55:716899,00:55:366293
2,Audrey,butterfly,00:46:671624,00:46:630931,00:46:755373
2,Audrey,breaststroke,00:49:551642,00:49:463681,00:49:746397
2,Savannah,freestyle,00:58:897843,00:58:408880,00:58:987015
2,Savannah,backstroke,00:59:589545,00:59:210095,00:59:031095
2,Savannah,butterfly,00:59:439211,00:59:025480,00:58:970850
2,Savannah,breaststroke,01:04:675325,01:04:366419,01:04:587834
2,Allison,freestyle,01:02:156381,01:02:229717,01:02:345281
2,Allison,backstroke,00:56:318095,00:56:750191,00:56:614950
2,Allison,butterfly,01:06:798594,01:06:585996,01:06:363020
2,Allison,breaststroke,01:06:581550,01:06:245757,01:06:160379
2,Samantha,freestyle,00:52:674270,00:52:615322,00:52:653600
2,Samantha,backstroke,01:06:819343,01:06:173103,01:06:199098
2,Samantha,butterfly,00:36:497323,00:36:673034,00:36:145255
2,Samantha,breaststroke,00:51:232648,00:50:686679,00:51:451436
3,Emma,freestyle,00:53:518296,00:54:002760,00:53:899905
3,Emma,backstroke,01:07:330381,01:06:894245,01:06:572127
3,Emma,butterfly,00:54:971445,00:55:321863,00:55:559752
3,Emma,breaststroke,00:53:303483,00:52:819473,00:53:127110
3,Olivia,freestyle,00:42:514537,00:42:326191,00:41:778100
3,Olivia,backstroke,00:54:805483,00:54:762178,00:54:412537
3,Olivia,butterfly,01:05:352397,01:04:634486,01:04:932770
3,Olivia,breaststroke,00:58:590778,00:58:458032,00:58:474772
3,Sophia,freestyle,01:07:167633,01:07:244938,01:07:417568
3,Sophia,backstroke,00:39:326187,00:39:201006,00:38:863465
3,Sophia,butterfly,01:09:647479,01:09:714636,01:10:005650
3,Sophia,breaststroke,01:00:294115,01:00:356331,01:00:380360
3,Ava,freestyle,00:55:763000,00:56:345223,00:56:222022
3,Ava,backstroke,01:04:075763,01:04:166271,01:04:498950
3,Ava,butterfly,00:40:030587,00:40:829659,00:40:456377
3,Ava,breaststroke,00:55:875233,00:55:939115,00:55:304321
3,Isabella,freestyle,00:55:534563,00:55:578705,00:55:469354
3,Isabella,backstroke,01:06:837412,01:07:006159,01:07:041143
3,Isabella,butterfly,00:55:199416,00:55:636575,00:55:226659
3,Isabella,breaststroke,01:06:347213,01:07:155123,01:07:202736
3,Mia,freestyle,01:15:435305,01:15:672443,01:15:544930
3,Mia,backstroke,01:01:240932,01:00:858709,01:00:829277
3,Mia,butterfly,01:14:726967,01:14:462516,01:15:031005
3,Mia,breaststroke,01:01:558876,01:02:379757,01:01:817277
3,Abigail,freestyle,01:05:939724,01:06:385644,01:05:761960
3,Abigail,backstroke,01:16:247986,01:15:730900,01:15:942949
3,Abigail,butterfly,00:56:183645,00:55:895179,00:55:474915
3,Abigail,breaststroke,00:55:188453,00:55:420414,00:55:665068
3,Emily,freestyle,00:51:458063,00:51:159889,00:51:072924
3,Emily,backstroke,00:45:164114,00:45:843395,00:45:675728
3,Emily,butterfly,01:04:165509,01:04:108372,01:04:458588
3,Emily,breaststroke,01:16:704878,01:17:062523,01:16:774439
3,Charlotte,freestyle,00:54:724139,00:55:357823,00:54:807710
3,Charlotte,backstroke,00:55:446241,00:54:686766,00:55:113170
3,Charlotte,butterfly,00:51:640660,00:51:567062,00:51:727451
3,Charlotte,breaststroke,00:57:650413,00:56:916944,00:57:260196
3,Harper,freestyle,01:00:498604,01:00:023187,01:00:525541
3,Harper,backstroke,00:51:471915,00:51:694949,00:51:975262
3,Harper,butterfly,01:10:722301,01:10:263250,01:10:201576
3,Harper,breaststroke,01:03:467166,01:03:173202,01:03:036962
3,Madison,freestyle,00:51:716104,00:52:140157,00:51:783095
3,Madison,backstroke,01:04:868479,01:05:049153,01:05:062033
3,Madison,butterfly,00:54:068284,00:53:576317,00:53:922812
3,Madison,breaststroke,00:54:446009,00:54:130787,00:54:269771
3,Amelia,freestyle,00:53:654828,00:53:421492,00:53:096852
3,Amelia,backstroke,00:54:075345,00:54:107643,00:54:173397
3,Amelia,butterfly,00:59:138201,00:58:628053,00:58:884760
3,Amelia,breaststroke,01:06:481650,01:06:683853,01:06:907092
3,Elizabeth,freestyle,00:44:302708,00:44:264346,00:43:879490
3,Elizabeth,backstroke,00:52:003472,00:51:816771,00:51:163666
3,Elizabeth,butterfly,00:41:215730,00:41:941066,00:41:445986
3,Elizabeth,breaststroke,00:46:738290,00:46:923442,00:46:825623
3,Sofia,freestyle,00:55:773866,00:55:203937,00:55:335554
3,Sofia,backstroke,00:55:693839,00:55:365055,00:55:690266
3,Sofia,butterfly,00:51:948819,00:52:226658,00:51:731834
3,Sofia,breaststroke,01:03:115668,01:02:678689,01:02:632978
3,Evelyn,freestyle,00:49:498688,00:49:172448,00:49:113204
3,Evelyn,backstroke,01:16:341938,01:16:405281,01:16:055453
3,Evelyn,butterfly,00:50:594888,00:51:326729,00:50:677366
3,Evelyn,breaststroke,00:59:679829,00:59:635409,00:59:892010
3,Avery,freestyle,00:57:058870,00:57:244566,00:56:629733
3,Avery,backstroke,00:55:133700,00:54:601000,00:54:563061
3,Avery,butterfly,00:54:625961,00:53:837157,00:53:994555
3,Avery,breaststroke,00:43:900606,00:43:895320,00:43:448383
3,Chloe,freestyle,00:56:917591,00:56:449033,00:56:389253
3,Chloe,backstroke,01:07:996448,01:08:197398,01:07:972707
3,Chloe,butterfly,01:02:968952,01:03:293445,01:02:692751
3,Chloe,breaststroke,00:56:385281,00:56:511092,00:55:775852
3,Ella,freestyle,00:58:302668,00:58:498498,00:58:242689
3,Ella,backstroke,00:59:096483,00:58:228620,00:58:569648
3,Ella,butterfly,00:50:629005,00:50:583735,00:50:418716
3,Ella,breaststroke,00:55:627602,00:55:537229,00:56:032894
3,Grace,freestyle,01:00:117509,01:00:040433,01:00:392975
3,Grace,backstroke,00:38:526014,00:37:897478,00:38:415338
3,Grace,butterfly,01:15:879539,01:15:033214,01:15:434334
3,Grace,breaststroke,00:52:787691,00:52:658172,00:52:466070
3,Victoria,freestyle,01:10:533344,01:10:655300,01:10:515128
3,Victoria,backstroke,00:53:147646,00:52:315222,00:52:998553
3,Victoria,butterfly,00:58:582370,00:58:535205,00:57:892857
3,Victoria,breaststroke,01:10:123884,01:10:310961,01:09:913626
3,Aubrey,freestyle,00:38:032732,00:38:664884,00:38:854363
3,Aubrey,backstroke,00:53:693447,00:53:584086,00:54:483399
3,Aubrey,butterfly,00:48:906878,00:49:656302,00:49:509850
3,Aubrey,breaststroke,01:10:245478,01:10:133325,01:10:760130
3,Scarlett,freestyle,00:54:029787,00:53:373184,00:53:459665
3,Scarlett,backstroke,00:52:452379,00:52:554615,00:52:767955
3,Scarlett,butterfly,00:49:031517,00:49:353575,00:49:656953
3,Scarlett,breaststroke,01:12:290620,01:12:418165,01:12:422753
3,Zoey,freestyle,01:02:430114,01:02:629215,01:02:444782
3,Zoey,backstroke,00:57:744326,00:57:411385,00:57:337728
3,Zoey,butterfly,00:46:682082,00:46:751877,00:46:522214
3,Zoey,breaststroke,00:47:676607,00:47:284385,00:47:038251
3,Addison,freestyle,00:36:370369,00:36:765290,00:36:577836
3,Addison,backstroke,00:54:076840,00:53:966314,00:53:895998
3,Addison,butterfly,00:55:254463,00:54:691860,00:54:367659
3,Addison,breaststroke,00:58:594629,00:58:778243,00:58:534003
3,Lily,freestyle,00:59:774467,00:59:261088,00:59:548089
3,Lily,backstroke,01:10:153486,01:10:473116,01:10:295042
3,Lily,butterfly,01:03:365825,01:03:834690,01:03:747192
3,Lily,breaststroke,01:14:407050,01:14:446679,01:14:064955
3,Lillian,freestyle,00:47:296875,00:46:954075,00:47:013995
3,Lillian,backstroke,01:09:443929,01:09:382911,01:09:676351
3,Lillian,butterfly,00:53:258391,00:52:661368,00:52:928853
3,Lillian,breaststroke,00:51:084888,00:51:166209,00:51:437743
3,Natalie,freestyle,00:41:275546,00:41:620889,00:40:849294
3,Natalie,backstroke,01:10:066295,01:10:717674,01:10:896266
3,Natalie,butterfly,00:45:814629,00:46:374793,00:46:177840
3,Natalie,breaststroke,01:09:778638,01:09:388970,01:09:550650
3,Hannah,freestyle,01:18:022856,01:17:805391,01:18:068504
3,Hannah,backstroke,00:53:842061,00:54:104471,00:53:717358
3,Hannah,butterfly,01:01:725422,01:01:654302,01:01:473709
3,Hannah,breaststroke,00:54:051293,00:53:788245,00:54:407102
3,Aria,freestyle,00:50:243278,00:50:483538,00:50:161763
3,Aria,backstroke,00:50:167726,00:49:756839,00:49:983855
3,Aria,butterfly,00:56:924242,00:57:496889,00:57:823546
3,Aria,breaststroke,00:47:654587,00:48:265977,00:47:689237
3,Layla,freestyle,00:51:442814,00:51:324805,00:51:604528
3,Layla,backstroke,00:57:017267,00:56:987723,00:56:901086
3,Layla,butterfly,00:54:509073,00:53:996573,00:54:402835
3,Layla,breaststroke,00:45:139789,00:44:971683,00:44:746999
3,Brooklyn,freestyle,00:59:309146,00:59:418753,00:58:874644
3,Brooklyn,backstroke,00:53:165080,00:52:823885,00:53:440076
3,Brooklyn,butterfly,00:58:672917,00:58:411734,00:58:643891
3,Brooklyn,breaststroke,01:07:754122,01:07:791702,01:07:800755
3,Alexa,freestyle,00:56:239154,00:55:989964,00:56:431586
3,Alexa,backstroke,00:48:965463,00:48:885093,00:48:844823
3,Alexa,butterfly,00:43:676885,00:44:009077,00:43:791838
3,Alexa,breaststroke,00:56:344229,00:56:665945,00:56:763471
3,Zoe,freestyle,00:43:698097,00:43:885895,00:43:452070
3,Zoe,backstroke,01:07:944376,01:07:531349,01:08:166833
3,Zoe,butterfly,01:05:263591,01:04:943557,01:04:929494
3,Zoe,breaststroke,00:38:521895,00:39:112566,00:39:213523
3,Penelope,freestyle,00:54:946829,00:54:939868,00:54:648243
3,Penelope,backstroke,00:49:592891,00:49:452035,00:49:055346
3,Penelope,butterfly,00:46:564408,00:46:209827,00:46:719574
3,Penelope,breaststroke,00:50:373509,00:49:657729,00:50:046061
3,Riley,freestyle,01:09:426178,01:09:961978,01:10:040833
3,Riley,backstroke,01:04:173352,01:03:855123,01:03:706342
3,Riley,butterfly,00:59:130548,00:58:534409,00:58:991099
3,Riley,breaststroke,01:06:975785,01:07:665469,01:07:337793
3,Leah,freestyle,00:59:565862,00:59:633974,00:59:699862
3,Leah,backstroke,00:51:194126,00:50:753763,00:51:013409
3,Leah,butterfly,00:41:545002,00:40:695515,00:40:714116
3,Leah,breaststroke,01:13:746447,01:14:349952,01:13:971829
3,Audrey,freestyle,00:53:440403,00:52:799216,00:53:383589
3,Audrey,backstroke,00:50:434798,00:50:758066,00:50:420938
3,Audrey,butterfly,00:53:068949,00:52:500908,00:52:637705
3,Audrey,breaststroke,00:52:536236,00:52:514788,00:51:641271
3,Savannah,freestyle,01:00:899612,01:01:290838,01:00:935226
3,Savannah,backstroke,01:05:128853,01:04:462365,01:04:810715
3,Savannah,butterfly,00:50:727835,00:50:117504,00:50:083833
3,Savannah,breaststroke,01:06:766128,01:06:793466,01:06:966562
3,Allison,freestyle,00:58:471194,00:59:028017,00:58:844340
3,Allison,backstroke,01:09:676268,01:09:323206,01:09:332718
3,Allison,butterfly,01:08:765048,01:09:579839,01:09:437942
3,Allison,breaststroke,01:14:959403,01:14:908894,01:14:575186
3,Samantha,freestyle,00:58:799245,00:58:826600,00:58:760152
3,Samantha,backstroke,01:00:077063,01:00:899152,01:00:572675
3,Samantha,butterfly,00:52:184942,00:52:644029,00:52:261981
3,Samantha,breaststroke,00:45:500918,00:44:819025,00:45:372721
4,Emma,freestyle,00:46:362007,00:46:986850,00:47:125293
4,Emma,backstroke,00:53:866282,00:54:517204,00:53:858774
4,Emma,butterfly,00:56:143595,00:56:032962,00:56:256374
4,Emma,breaststroke,00:52:869622,00:52:964990,00:53:262418
4,Olivia,freestyle,00:35:096363,00:34:962637,00:35:161438
4,Olivia,backstroke,00:49:600702,00:49:960684,00:49:241311
4,Olivia,butterfly,01:09:664920,01:09:494692,01:08:905732
4,Olivia,breaststroke,00:49:804725,00:49:565943,00:49:967884
4,Sophia,freestyle,01:00:894103,01:01:708706,01:01:416064
4,Sophia,backstroke,00:34:694401,00:33:935499,00:34:702772
4,Sophia,butterfly,01:07:339730,01:07:622647,01:07:823741
4,Sophia,breaststroke,01:06:876390,01:06:489491,01:06:654173
4,Ava,freestyle,01:13:774056,01:13:462847,01:13:188039
4,Ava,backstroke,01:06:438580,01:05:973830,01:06:890473
4,Ava,butterfly,00:50:254614,00:49:797957,00:50:461216
4,Ava,breaststroke,00:44:694898,00:44:340063,00:44:084234
4,Isabella,freestyle,00:52:736611,00:52:433194,00:53:000720
4,Isabella,backstroke,00:52:482071,00:52:765516,00:53:155505
4,Isabella,butterfly,00:46:076088,00:46:135397,00:46:179502
4,Isabella,breaststroke,00:49:100785,00:49:691883,00:49:261415
4,Mia,freestyle,01:06:244173,01:06:178567,01:06:601228
4,Mia,backstroke,01:10:476609,01:10:561610,01:10:106764
4,Mia,butterfly,01:09:622984,01:08:799450,01:09:534595
4,Mia,breaststroke,00:57:100330,00:57:892117,00:57:091523
4,Abigail,freestyle,01:06:184264,01:06:534368,01:06:163442
4,Abigail,backstroke,01:08:456608,01:08:316615,01:08:935870
4,Abigail,butterfly,00:56:005737,00:55:741040,00:56:005481
4,Abigail,breaststroke,00:52:469549,00:52:783929,00:52:580873
4,Emily,freestyle,00:52:814964,00:53:430881,00:53:387664
4,Emily,backstroke,00:43:550100,00:43:858162,00:43:667472
4,Emily,butterfly,00:56:766773,00:57:269248,00:56:977277
4,Emily,breaststroke,00:57:931740,00:58:188123,00:58:663465
4,Charlotte,freestyle,00:55:796925,00:56:507650,00:56:536632
4,Charlotte,backstroke,01:04:934381,01:05:024550,01:04:210796
4,Charlotte,butterfly,00:57:444186,00:56:818733,00:57:116414
4,Charlotte,breaststroke,00:48:292499,00:48:296483,00:48:134753
4,Harper,freestyle,01:00:965200,01:01:483202,01:01:453227
4,Harper,backstroke,01:06:897389,01:06:120920,01:06:791400
4,Harper,butterfly,01:06:053717,01:05:190893,01:05:385297
4,Harper,breaststroke,01:06:421704,01:06:019678,01:06:766114
4,Madison,freestyle,00:37:901054,00:38:311800,00:38:412115
4,Madison,backstroke,01:11:811415,01:11:631317,01:10:904943
4,Madison,butterfly,00:52:762638,00:52:637614,00:53:520826
4,Madison,breaststroke,00:55:119309,00:54:625437,00:54:491465
4,Amelia,freestyle,00:48:403883,00:48:171412,00:48:533767
4,Amelia,backstroke,00:55:264715,00:55:646227,00:55:980445
4,Amelia,butterfly,00:47:499144,00:46:886683,00:47:369439
4,Amelia,breaststroke,01:06:571849,01:06:759887,01:06:658955
4,Elizabeth,freestyle,00:52:409879,00:51:528204,00:52:428126
4,Elizabeth,backstroke,00:56:977441,00:57:071117,00:57:224133
4,Elizabeth,butterfly,00:42:270809,00:42:231405,00:43:142087
4,Elizabeth,breaststroke,00:43:889855,00:44:359886,00:43:856789
4,Sofia,freestyle,00:55:411936,00:55:568948,00:55:240414
4,Sofia,backstroke,01:06:782997,01:06:692257,01:06:765069
4,Sofia,butterfly,00:53:095864,00:53:535479,00:53:261085
4,Sofia,breaststroke,00:56:778823,00:56:666127,00:56:467921
4,Evelyn,freestyle,00:41:323146,00:41:039601,00:41:620168
4,Evelyn,backstroke,01:17:118269,01:16:617223,01:17:025876
4,Evelyn,butterfly,00:42:242580,00:41:512573,00:41:380511
4,Evelyn,breaststroke,01:13:494186,01:13:156296,01:13:496999
4,Avery,freestyle,00:47:711021,00:47:705214,00:47:301417
4,Avery,backstroke,00:59:592975,00:59:344739,00:59:608371
4,Avery,butterfly,00:46:243629,00:46:336991,00:45:641101
4,Avery,breaststroke,00:41:383858,00:41:435793,00:41:867348
4,Chloe,freestyle,01:05:005950,01:04:580370,01:05:038100
4,Chloe,backstroke,01:05:357018,01:05:573270,01:05:739952
4,Chloe,butterfly,01:00:337935,01:01:234893,01:00:799617
4,Chloe,breaststroke,01:05:880144,01:05:016239,01:05:266366
4,Ella,freestyle,01:05:727409,01:06:095689,01:05:696427
4,Ella,backstroke,00:57:821952,00:58:117716,00:57:911647
4,Ella,butterfly,00:49:567194,00:49:185049,00:49:888922
4,Ella,breaststroke,01:07:505314,01:07:538248,01:07:651774
4,Grace,freestyle,00:54:738837,00:54:939092,00:54:150741
4,Grace,backstroke,00:53:363997,00:53:891483,00:53:530618
4,Grace,butterfly,01:06:237432,01:06:617508,01:06:236781
4,Grace,breaststroke,00:50:991796,00:51:344901,00:51:442539
4,Victoria,freestyle,00:54:096644,00:54:698893,00:54:251193
4,Victoria,backstroke,00:48:434400,00:47:874531,00:48:064066
4,Victoria,butterfly,00:54:994950,00:55:322879,00:54:849725
4,Victoria,breaststroke,01:16:620375,01:16:710209,01:16:073239
4,Aubrey,freestyle,00:34:431395,00:34:024280,00:33:705075
4,Aubrey,backstroke,00:51:396167,00:51:204283,00:50:782567
4,Aubrey,butterfly,00:56:895739,00:56:887237,00:56:777613
4,Aubrey,breaststroke,01:01:803837,01:02:113154,01:01:823792
4,Scarlett,freestyle,01:12:045076,01:11:781537,01:11:438024
4,Scarlett,backstroke,00:59:533483,00:59:660224,00:59:640655
4,Scarlett,butterfly,00:44:698197,00:44:894617,00:44:585447
4,Scarlett,breaststroke,01:11:941971,01:12:199632,01:11:421549
4,Zoey,freestyle,00:46:407775,00:46:530635,00:46:324675
4,Zoey,backstroke,01:01:579101,01:00:909376,01:01:138282
4,Zoey,butterfly,00:49:714951,00:49:872590,00:49:772302
4,Zoey,breaststroke,01:01:154205,01:00:978839,01:01:126471
4,Addison,freestyle,00:48:643474,00:48:245906,00:48:465520
4,Addison,backstroke,00:47:549750,00:47:345387,00:46:902588
4,Addison,butterfly,00:58:058372,00:57:952847,00:58:322047
4,Addison,breaststroke,00:52:716114,00:52:584336,00:52:509524
4,Lily,freestyle,00:40:293515,00:41:184899,00:41:119635
4,Lily,backstroke,00:51:772703,00:52:027050,00:52:199650
4,Lily,butterfly,01:04:358172,01:05:002424,01:04:490905
4,Lily,breaststroke,01:08:475994,01:08:605782,01:08:505844
4,Lillian,freestyle,00:49:851472,00:49:832588,00:49:188203
4,Lillian,backstroke,00:59:761216,00:59:847927,00:59:589473
4,Lillian,butterfly,01:00:694365,01:00:915283,01:00:138720
4,Lillian,breaststroke,00:44:752404,00:43:933018,00:44:418001
4,Natalie,freestyle,00:42:142339,00:41:877807,00:41:589472
4,Natalie,backstroke,00:58:676011,00:58:026050,00:58:676240
4,Natalie,butterfly,00:42:533161,00:42:919895,00:42:503110
4,Natalie,breaststroke,01:00:058009,01:00:079650,01:00:447595
4,Hannah,freestyle,01:12:425714,01:12:326540,01:12:036599
4,Hannah,backstroke,01:05:098870,01:05:268749,01:05:516501
4,Hannah,butterfly,01:09:752631,01:09:279259,01:09:346340
4,Hannah,breaststroke,01:06:551912,01:06:722225,01:06:265246
4,Aria,freestyle,01:07:377422,01:06:832563,01:07:329552
4,Aria,backstroke,00:45:214365,00:45:075561,00:45:547544
4,Aria,butterfly,01:06:932349,01:07:233049,01:07:245455
4,Aria,breaststroke,00:37:989636,00:38:245822,00:38:671204
4,Layla,freestyle,00:56:363734,00:56:288774,00:56:564162
4,Layla,backstroke,00:50:139275,00:50:235114,00:49:792770
4,Layla,butterfly,00:37:375376,00:37:085169,00:37:723052
4,Layla,breaststroke,00:36:541725,00:36:579116,00:35:825589
4,Brooklyn,freestyle,01:06:721734,01:06:862123,01:06:878041
4,Brooklyn,backstroke,00:47:874485,00:48:052716,00:48:337653
4,Brooklyn,butterfly,00:51:984622,00:51:811786,00:51:500141
4,Brooklyn,breaststroke,00:54:234823,00:54:552348,00:53:765895
4,Alexa,freestyle,00:49:577573,00:49:693771,00:49:386132
4,Alexa,backstroke,00:47:898116,00:48:235237,00:48:030278
4,Alexa,butterfly,00:50:905006,00:50:467909,00:50:352299
4,Alexa,breaststroke,00:40:671286,00:40:174679,00:40:293037
4,Zoe,freestyle,00:42:011019,00:41:608257,00:42:429475
4,Zoe,backstroke,01:02:170608,01:02:510582,01:02:388860
4,Zoe,butterfly,01:02:354578,01:02:728421,01:02:906654
4,Zoe,breaststroke,00:52:114834,00:52:992365,00:52:991937
4,Penelope,freestyle,00:59:632769,01:00:303437,01:00:380497
4,Penelope,backstroke,00:47:873852,00:47:085087,00:47:595356
4,Penelope,butterfly,00:57:351537,00:57:198579,00:57:313164
4,Penelope,breaststroke,00:57:259100,00:57:373981,00:57:122102
4,Riley,freestyle,00:50:786165,00:49:988148,00:50:896844
4,Riley,backstroke,00:56:646598,00:56:940986,00:57:206189
4,Riley,butterfly,01:00:885141,01:00:998511,01:01:257625
4,Riley,breaststroke,01:04:556327,01:04:068959,01:04:389843
4,Leah,freestyle,00:52:896705,00:52:501914,00:52:379662
4,Leah,backstroke,00:52:153786,00:52:037004,00:52:267496
4,Leah,butterfly,00:36:938822,00:36:969931,00:36:172325
4,Leah,breaststroke,01:11:111833,01:10:252825,01:10:970501
4,Audrey,freestyle,00:40:761123,00:40:580623,00:41:361640
4,Audrey,backstroke,00:55:133072,00:55:101185,00:55:416856
4,Audrey,butterfly,00:39:556333,00:38:879100,00:39:559704
4,Audrey,breaststroke,00:58:570604,00:58:642619,00:58:781881
4,Savannah,freestyle,00:51:170794,00:51:185527,00:51:431643
4,Savannah,backstroke,01:01:457277,01:00:836244,01:01:588652
4,Savannah,butterfly,01:02:675342,01:03:146868,01:02:953424
4,Savannah,breaststroke,01:01:692610,01:01:550882,01:01:616698
4,Allison,freestyle,01:02:155368,01:02:178040,01:02:442497
4,Allison,backstroke,00:58:036307,00:58:377595,00:58:743826
4,Allison,butterfly,01:06:884381,01:07:030450,01:07:191004
4,Allison,breaststroke,01:08:572320,01:07:823615,01:07:672390
4,Samantha,freestyle,01:06:542173,01:05:791459,01:05:886911
4,Samantha,backstroke,01:03:548144,01:03:198090,01:03:330662
4,Samantha,butterfly,00:40:979328,00:41:011694,00:41:335388
4,Samantha,breaststroke,00:49:630934,00:49:442659,00:49:272633
5,Emma,freestyle,00:37:579897,00:37:404263,00:37:257410
5,Emma,backstroke,01:10:702313,01:11:036651,01:10:877956
5,Emma,butterfly,00:44:465048,00:44:637834,00:44:073217
5,Emma,breaststroke,00:58:542930,00:57:819273,00:58:209595
5,Olivia,freestyle,00:48:103653,00:48:727942,00:48:074160
5,Olivia,backstroke,00:46:522860,00:45:792092,00:46:321188
5,Olivia,butterfly,01:02:627098,01:02:733064,01:02:552893
5,Olivia,breaststroke,00:58:766735,00:59:121566,00:59:195952
5,Sophia,freestyle,00:59:937147,00:59:500316,00:59:412653
5,Sophia,backstroke,00:51:091681,00:50:764210,00:50:459913
5,Sophia,butterfly,00:56:746080,00:56:791452,00:57:178113
5,Sophia,breaststroke,00:56:404628,00:57:253691,00:57:230741
5,Ava,freestyle,01:09:987488,01:09:877746,01:10:649125
5,Ava,backstroke,00:59:486249,00:59:444800,00:59:900944
5,Ava,butterfly,00:47:876856,00:47:558874,00:47:839263
5,Ava,breaststroke,00:40:187950,00:39:704657,00:39:608599
5,Isabella,freestyle,00:43:970844,00:43:892116,00:43:578849
5,Isabella,backstroke,01:05:378645,01:05:406520,01:05:240860
5,Isabella,butterfly,00:48:058754,00:47:767283,00:47:870534
5,Isabella,breaststroke,00:57:054638,00:56:875746,00:56:966804
5,Mia,freestyle,01:10:234092,01:10:108030,01:10:286937
5,Mia,backstroke,01:07:933096,01:08:059886,01:08:140158
5,Mia,butterfly,01:13:536780,01:12:828656,01:12:691941
5,Mia,breaststroke,01:00:636372,01:01:476281,01:00:933708
5,Abigail,freestyle,00:58:993448,00:59:252910,00:59:367866
5,Abigail,backstroke,01:01:490088,01:01:507578,01:01:292554
5,Abigail,butterfly,00:56:239327,00:55:759672,00:55:739613
5,Abigail,breaststroke,00:58:886585,00:59:816221,00:59:396457
5,Emily,freestyle,00:55:941841,00:55:919097,00:55:490391
5,Emily,backstroke,00:51:037422,00:51:810041,00:51:514335
5,Emily,butterfly,01:05:872314,01:05:911136,01:06:553868
5,Emily,breaststroke,01:10:074477,01:09:606181,01:09:595955
5,Charlotte,freestyle,01:07:635893,01:07:662004,01:07:241705
5,Charlotte,backstroke,00:57:682152,00:57:328315,00:58:060435
5,Charlotte,butterfly,00:48:873742,00:48:523491,00:48:633120
5,Charlotte,breaststroke,00:55:546191,00:54:760901,00:55:059143
5,Harper,freestyle,00:53:581279,00:52:970214,00:53:406297
5,Harper,backstroke,01:03:805804,01:03:802298,01:03:521996
5,Harper,butterfly,01:14:246349,01:13:826551,01:13:594135
5,Harper,breaststroke,01:08:109216,01:08:302967,01:08:394526
5,Madison,freestyle,00:52:636099,00:53:234369,00:53:114635
5,Madison,backstroke,00:55:391869,00:55:121101,00:55:549232
5,Madison,butterfly,00:40:029112,00:39:830605,00:40:575844
5,Madison,breaststroke,00:50:379255,00:51:031435,00:50:921787
5,Amelia,freestyle,00:44:980437,00:44:841656,00:45:411186
